X Y |E| dxE dyE 
16 33 0.0089041 0.000181089 0.00890226
16 34 0.0086592 5.12413e-05 0.00865904
16 35 0.00846014 -1.60571e-05 0.00846013
16 36 0.00830894 -4.18982e-05 0.00830884
16 37 0.00820722 -4.10268e-05 0.00820712
16 38 0.00815607 -2.42308e-05 0.00815603
16 39 0 0 0
17 0 0.631698 0 0.631698
17 1 0.628755 -0.00511677 0.628734
17 2 0.623037 -0.00997612 0.622957
17 3 0.614822 -0.0143372 0.614654
17 4 0.604498 -0.0179886 0.60423
17 5 0.592542 -0.020754 0.592179
17 6 0.579496 -0.0224894 0.57906
17 7 0.565949 -0.0230697 0.565479
17 8 0.552536 -0.0223616 0.552083
17 9 0.539948 -0.0201806 0.539571
17 10 0.528965 -0.0162176 0.528717
17 11 0.520515 -0.0099111 0.52042
17 12 0.515752 -0.000202422 0.515752
17 13 0.516136 0.0149803 0.515919
17 14 0.523326 0.0399498 0.521799
17 15 0.538097 0.0846945 0.53139
17 16 0.555754 0.176564 0.526961
17 17 0.57756 0.408396 0.408396
17 18 0 0 0
17 19 0 0 0
17 20 0.0669731 0 -0.0669731
17 21 0.0746993 0.0669731 -0.0330846
17 22 0.0430987 0.0405098 -0.0147125
17 23 0.0259604 0.0255975 -0.00432607
17 24 0.0165541 0.016462 0.0017437
17 25 0.01195 0.010703 0.00531477
17 26 0.0101795 0.00701764 0.00737389
17 27 0.00968012 0.00463064 0.00850071
17 28 0.00955806 0.00306772 0.00905238
17 29 0.00947534 0.00203458 0.00925433
17 30 0.00934788 0.0013464 0.00925041
17 31 0.0091757 0.000885629 0.00913286
17 32 0.0089794 0.00057651 0.00896088
17 33 0.0087802 0.00036955 0.00877241
17 34 0.00859488 0.00023191 0.00859175
17 35 0.00843547 0.000141402 0.00843429
17 36 0.00831012 8.26795e-05 0.00830971
17 37 0.00822404 4.47675e-05 0.00822392
17 38 0.00818028 1.94245e-05 0.00818026
17 39 0 0 0
18 0 0.626581 0 0.626581
18 1 0.62388 -0.00241051 0.623875
18 2 0.618614 -0.00469716 0.618596
18 3 0.61104 -0.00674418 0.611003
18 4 0.601524 -0.00845033 0.601465
18 5 0.590524 -0.00973248 0.590443
18 6 0.578575 -0.0105254 0.578479
18 7 0.566289 -0.010777 0.566187
18 8 0.554363 -0.0104391 0.554264
18 9 0.543616 -0.00944997 0.543534
18 10 0.535079 -0.00770699 0.535023
18 11 0.530153 -0.00501717 0.530129
18 12 0.530936 -0.00100799 0.530935
18 13 0.540912 0.00502647 0.540889
18 14 0.566724 0.0142944 0.566544
18 15 0.623887 0.0279796 0.623259
18 16 0.759902 0.0410288 0.758794
18 17 0 0 0
18 18 0 0 0
18 19 0 0 0
18 20 0 0 0
18 21 0.0595479 0 -0.0595479
18 22 0.0314596 0.0105867 -0.0296248
18 23 0.0164382 0.00943414 -0.0134615
18 24 0.00808351 0.00701575 -0.00401527
18 25 0.00531434 0.0050584 0.00162937
18 26 0.00618591 0.00366012 0.00498689
18 27 0.00743733 0.00267974 0.00693778
18 28 0.00826157 0.00198626 0.00801924
18 29 0.00869437 0.00148768 0.00856615
18 30 0.00886108 0.00112291 0.00878964
18 31 0.00886473 0.000851524 0.00882374
18 32 0.00877774 0.000646337 0.00875392
18 33 0.00864859 0.000488691 0.00863477
18 34 0.00850909 0.000365445 0.00850124
18 35 0.00837982 0.000267076 0.00837556
18 36 0.0082739 0.000186447 0.0082718
18 37 0.00819942 0.000117993 0.00819857
18 38 0.00816104 5.71614e-05 0.00816084
18 39 0 0 0
19 0 0.624171 0 0.624171
19 1 0.621588 0.000171899 0.621588
19 2 0.616549 0.000342161 0.616549
19 3 0.609297 0.000507969 0.609297
19 4 0.600183 0.000663878 0.600183
19 5 0.589651 0.000799735 0.589651
19 6 0.578228 0.000897478 0.578228
19 7 0.566525 0.000925948 0.566525
19 8 0.555254 0.000832231 0.555253
19 9 0.545277 0.000526753 0.545277
19 10 0.537713 -0.000143267 0.537713
19 11 0.53414 -0.0014426 0.534138
19 12 0.536983 -0.00383883 0.536969
19 13 0.550217 -0.00816083 0.550156
19 14 0.580444 -0.0157781 0.580229
19 15 0.636928 -0.0280995 0.636308
19 16 0.718902 -0.0404279 0.717765
19 17 0 0 0
19 18 0 0 0
19 19 0 0 0
19 20 0 0 0
19 21 0.0489612 0 -0.0489612
19 22 0.0317012 -0.00759706 -0.0307774
19 23 0.0167934 -0.00546334 -0.0158799
19 24 0.00663575 -0.00289154 -0.00597262
19 25 0.0011684 -0.00114532 0.000231094
19 26 0.00400817 -0.000115292 0.00400651
19 27 0.00625992 0.000441948 0.0062443
19 28 0.00755409 0.000709898 0.00752066
19 29 0.00824099 0.000806952 0.00820138
19 30 0.0085563 0.000806046 0.00851825
19 31 0.00865123 0.000751218 0.00861855
19 32 0.00862223 0.000668622 0.00859627
19 33 0.00853082 0.000573431 0.00851153
19 34 0.00841623 0.000474105 0.00840287
19 35 0.00830341 0.00037501 0.00829494
19 36 0.00820805 0.000278038 0.00820334
19 37 0.00813981 0.000183597 0.00813774
19 38 0.00810419 9.12279e-05 0.00810367
19 39 0 0 0
20 0 0.624343 0 0.624343
20 1 0.621765 0.00275594 0.621759
20 2 0.616738 0.00538594 0.616715
20 3 0.609502 0.00777002 0.609453
20 4 0.600399 0.00979814 0.600319
20 5 0.589858 0.0113701 0.589748
20 6 0.578389 0.0123896 0.578256
20 7 0.566574 0.0127511 0.566431
20 8 0.555085 0.0123153 0.554948
20 9 0.544715 0.010868 0.544607
20 10 0.536474 0.00804978 0.536414
20 11 0.531752 0.00322887 0.531742
20 12 0.532668 -0.00474392 0.532647
20 13 0.542839 -0.0180528 0.542539
20 14 0.569396 -0.0411467 0.567908
20 15 0.629631 -0.0841714 0.62398
20 16 0.778046 -0.174641 0.758193
20 17 0.405515 -0.405515 0
20 18 0 0 0
20 19 0 0 0
20 20 0 0 0
20 21 0.0835563 -0.0615047 -0.0565582
20 22 0.0456238 -0.0355116 -0.0286437
20 23 0.0246921 -0.0207989 -0.0133081
20 24 0.0126973 -0.0119733 -0.00422641
20 25 0.00675168 -0.00663285 0.00126112
20 26 0.00570175 -0.00341792 0.00456375
20 27 0.00668424 -0.00150655 0.00651225
20 28 0.00762798 -0.000395565 0.00761771
20 29 0.00820354 0.000224188 0.00820048
20 30 0.00848083 0.000543101 0.00846342
20 31 0.0085629 0.000678681 0.00853596
20 32 0.00853014 0.000703503 0.00850108
20 33 0.00843823 0.000662308 0.0084122
20 34 0.00832418 0.000582532 0.00830377
20 35 0.00821205 0.000480821 0.00819796
20 36 0.00811721 0.000367099 0.0081089
20 37 0.00804917 0.000247127 0.00804537
20 38 0.00801341 0.000124154 0.00801245
20 39 0 0 0
21 0 0.627099 0 0.627099
21 1 0.624413 0.00546593 0.624389
21 2 0.619191 0.0106756 0.619099
21 3 0.611675 0.015388 0.611481
21 4 0.602203 0.0193886 0.601891
21 5 0.591196 0.0224928 0.590768
21 6 0.579138 0.0245397 0.578618
21 7 0.566564 0.0253736 0.565995
21 8 0.554056 0.0248099 0.553501
21 9 0.542259 0.0225802 0.541788
21 10 0.531906 0.0182455 0.531593
21 11 0.523886 0.0110522 0.523769
21 12 0.519338 -0.00031289 0.519338
21 13 0.519763 -0.0181598 0.519445
21 14 0.526946 -0.0465844 0.524883
21 15 0.541521 -0.0927986 0.53351
21 16 0.553571 -0.16845 0.527319
21 17 0.494908 -0.283711 0.405515
21 18 0.381123 -0.381123 0
21 19 0.242227 -0.242227 0
21 20 0.184953 -0.174427 -0.0615047
21 21 0.097366 -0.0924441 -0.0305652
21 22 0.0539746 -0.0521458 -0.013931
21 23 0.0305778 -0.0302474 -0.00448246
21 24 0.017605 -0.0175697 0.00111399
21 25 0.0109514 -0.00999492 0.00447606
21 26 0.00844219 -0.00541696 0.00647511
21 27 0.00807225 -0.00265469 0.00762324
21 28 0.00829913 -0.00100979 0.00823747
21 29 0.00851959 -5.77342e-05 0.00851939
21 30 0.00861148 0.000463489 0.008599
21 31 0.00859075 0.000716903 0.00856078
21 32 0.00849804 0.000804399 0.00845988
21 33 0.00836977 0.000789765 0.00833243
21 34 0.00823299 0.000712894 0.00820206
21 35 0.00810638 0.000598645 0.00808424
21 36 0.0080023 0.000462408 0.00798893
21 37 0.0079286 0.00031366 0.0079224
21 38 0.00788988 0.000158259 0.00788829
21 39 0 0 0
22 0 0.632565 0 0.632565
22 1 0.629655 0.00843217 0.629598
22 2 0.624029 0.0164626 0.623811
22 3 0.615938 0.0237179 0.615482
22 4 0.605732 0.0298755 0.604995
22 5 0.593828 0.0346727 0.592815
22 6 0.58069 0.0379029 0.579452
22 7 0.566802 0.0393938 0.565431
22 8 0.552647 0.0389703 0.551271
22 9 0.538685 0.0363975 0.537454
22 10 0.525333 0.0312998 0.524399
22 11 0.512922 0.0230474 0.512404
22 12 0.501603 0.0105999 0.501491
22 13 0.491081 -0.00768909 0.491021
22 14 0.479891 -0.0342324 0.478669
22 15 0.463484 -0.0719891 0.457859
22 16 0.429923 -0.122648 0.412057
22 17 0.356707 -0.179757 0.308103
22 18 0.253378 -0.211916 0.138896
22 19 0.184072 -0.17113 0.0678
22 20 0.128743 -0.127104 0.0204778
22 21 0.0822771 -0.0816994 0.00973309
22 22 0.0510063 -0.0503802 0.00796742
22 23 0.031558 -0.0304753 0.00819527
22 24 0.0200443 -0.0180632 0.00868877
22 25 0.0137589 -0.0103602 0.00905402
22 26 0.0108025 -0.00560033 0.00923739
22 27 0.00964934 -0.00268543 0.00926813
22 28 0.00923658 -0.000931187 0.00918953
22 29 0.00904107 9.11785e-05 0.00904061
22 30 0.00887637 0.000651687 0.00885242
22 31 0.00869718 0.000921043 0.00864828
22 32 0.00850512 0.00100743 0.00844525
22 33 0.00831346 0.000979458 0.00825556
22 34 0.00813562 0.000880636 0.00808781
22 35 0.00798224 0.000738454 0.007948
22 36 0.00786089 0.00057023 0.00784018
22 37 0.00777662 0.000386846 0.007767
22 38 0.0077325 0.000195223 0.00773003
22 39 0 0 0
23 0 0.640997 0 0.640997
23 1 0.637738 0.0118002 0.637629
23 2 0.631487 0.0230245 0.631067
23 3 0.622522 0.0331457 0.621639
23 4 0.611218 0.0417226 0.609792
23 5 0.598008 0.0484198 0.596045
23 6 0.583356 0.0530053 0.580943
23 7 0.56771 0.0553284 0.565008
23 8 0.551476 0.0552802 0.548698
23 9 0.534962 0.0527397 0.532356
23 10 0.518329 0.0475087 0.516147
23 11 0.501494 0.0392376 0.499957
23 12 0.483976 0.0273544 0.483202
23 13 0.464609 0.0110359 0.464477
23 14 0.441041 -0.0106669 0.440912
23 15 0.408996 -0.0382777 0.407201
23 16 0.361862 -0.0703956 0.354948
23 17 0.293762 -0.100753 0.275944
23 18 0.213685 -0.115653 0.179682
23 19 0.152219 -0.103275 0.111826
23 20 0.104536 -0.0811612 0.0658827
23 21 0.0701383 -0.056869 0.0410524
23 22 0.0464835 -0.0372001 0.0278723
23 23 0.0310384 -0.0232103 0.0206073
23 24 0.0214581 -0.0138477 0.0163918
23 25 0.0158551 -0.00778222 0.0138139
23 26 0.0127746 -0.00393875 0.0121523
23 27 0.0111316 -0.00155553 0.0110224
23 28 0.0102126 -0.000120698 0.0102119
23 29 0.00962675 0.000701948 0.00960112
23 30 0.00919162 0.00113104 0.00912177
23 31 0.00883207 0.00130816 0.00873466
23 32 0.0085209 0.0013248 0.00841728
23 33 0.00825045 0.00124001 0.00815673
23 34 0.00802029 0.00109174 0.00794563
23 35 0.00783216 0.000904308 0.00777978
23 36 0.00768812 0.000693211 0.0076568
23 37 0.00758983 0.000468272 0.00757537
23 38 0.0075385 0.000235787 0.00753481
23 39 0 0 0
24 0 0.652797 0 0.652797
24 1 0.649044 0.0157441 0.648853
24 2 0.641922 0.0306897 0.641188
24 3 0.631758 0.0441176 0.630216
24 4 0.618978 0.0554494 0.616489
24 5 0.60406 0.0642784 0.60063
24 6 0.587495 0.0703701 0.583266
24 7 0.569738 0.0736344 0.56496
24 8 0.551159 0.0740823 0.546158
24 9 0.531989 0.0717724 0.527125
24 10 0.512245 0.0667577 0.507876
24 11 0.491632 0.0590398 0.488074
24 12 0.469401 0.0485441 0.466884
24 13 0.444167 0.0351451 0.442775
24 14 0.413729 0.0188066 0.413301
24 15 0.375083 -5.91098e-05 0.375083
24 16 0.325201 -0.0199042 0.324591
24 17 0.263682 -0.0372056 0.261044
24 18 0.197649 -0.0466687 0.19206
24 19 0.141346 -0.045154 0.133939
24 20 0.0976219 -0.0373967 0.0901749
24 21 0.0666235 -0.0274155 0.0607213
24 22 0.0457036 -0.0183408 0.0418621
24 23 0.0320359 -0.0113182 0.02997
24 24 0.0233337 -0.00633495 0.0224573
24 25 0.0179074 -0.00298229 0.0176573
24 26 0.0145584 -0.000816918 0.0145355
24 27 0.0124682 0.000522751 0.0124572
24 28 0.0111111 0.00130198 0.0110345
24 29 0.0101743 0.00170627 0.0100302
24 30 0.00948355 0.00186236 0.00929889
24 31 0.0089459 0.00185574 0.00875131
24 32 0.00851296 0.00174363 0.00833248
24 33 0.00815976 0.00156403 0.00800846
24 34 0.00787342 0.00134199 0.00775821
24 35 0.00764732 0.00109383 0.00756868
24 36 0.00747807 0.000830033 0.00743186
24 37 0.007364 0.000557244 0.00734289
24 38 0.00730438 0.000279654 0.00729902
24 39 0 0 0
25 0 0.668541 0 0.668541
25 1 0.664115 0.0204865 0.663799
25 2 0.655829 0.0398725 0.654616
25 3 0.644091 0.0571858 0.641548
25 4 0.629413 0.0716789 0.625318
25 5 0.612356 0.0828746 0.606722
25 6 0.59348 0.0905621 0.58653
25 7 0.573293 0.0947569 0.565408
25 8 0.552194 0.0956422 0.543848
25 9 0.530418 0.0935098 0.52211
25 10 0.507964 0.0887098 0.500158
25 11 0.484502 0.0816201 0.477578
25 12 0.459265 0.072637 0.453485
25 13 0.430948 0.062194 0.426436
25 14 0.397694 0.0508071 0.394436
25 15 0.357387 0.0391389 0.355237
25 16 0.308567 0.0280434 0.30729
25 17 0.25226 0.0185032 0.251581
25 18 0.193906 0.0113376 0.193575
25 19 0.141856 0.00672395 0.141697
25 20 0.100242 0.00414373 0.100156
25 21 0.0698581 0.00294469 0.069796
25 22 0.0489522 0.00257044 0.0488847
25 23 0.0350508 0.00261322 0.0349532
25 24 0.0259623 0.00280837 0.0258099
25 25 0.0200492 0.00300493 0.0198227
25 26 0.0161809 0.00313062 0.0158752
25 27 0.0136088 0.00316147 0.0132364
25 28 0.0118513 0.00309959 0.0114388
25 29 0.0106073 0.0029588 0.0101863
25 30 0.00969247 0.00275639 0.00929227
25 31 0.0089961 0.00250882 0.00863919
25 32 0.00845235 0.00222993 0.00815289
25 33 0.00802217 0.00193049 0.00778642
25 34 0.00768244 0.00161837 0.00751004
25 35 0.00741948 0.00129899 0.00730489
25 36 0.00722527 0.000975845 0.00715907
25 37 0.00709523 0.000651018 0.0070653
25 38 0.00702692 0.000325585 0.00701937
25 39 0 0 0
26 0 0.689028 0 0.689028
26 1 0.683692 0.0263294 0.683185
26 2 0.673872 0.0511279 0.671929
26 3 0.660098 0.0730742 0.656041
26 4 0.643015 0.0912058 0.636514
26 5 0.623314 0.104979 0.61441
26 6 0.601671 0.114247 0.590725
26 7 0.5787 0.119189 0.566293
26 8 0.554895 0.12022 0.541715
26 9 0.530579 0.117915 0.51731
26 10 0.50584 0.112952 0.493068
26 11 0.480455 0.106094 0.468595
26 12 0.453792 0.0981898 0.443042
26 13 0.424735 0.0901867 0.415049
26 14 0.391682 0.083089 0.382767
26 15 0.352819 0.0777643 0.344142
26 16 0.306913 0.0744357 0.29775
26 17 0.254754 0.0718376 0.244415
26 18 0.200418 0.066792 0.188961
26 19 0.150178 0.0565685 0.139116
26 20 0.108422 0.044303 0.0989571
26 21 0.0766442 0.0324801 0.0694217
26 22 0.0540914 0.0230647 0.0489275
26 23 0.0387829 0.0163923 0.0351484
26 24 0.0286207 0.0119503 0.0260065
26 25 0.0219107 0.00906301 0.0199484
26 26 0.0174486 0.007173 0.015906
26 27 0.0144325 0.00589294 0.0131746
26 28 0.0123453 0.00497611 0.011298
26 29 0.0108598 0.00427296 0.00998389
26 30 0.00977056 0.00369558 0.0090447
26 31 0.00894937 0.0031932 0.00836031
26 32 0.00831665 0.00273678 0.00785345
26 33 0.00782302 0.00230964 0.0074743
26 34 0.00743796 0.00190202 0.00719066
26 35 0.00714272 0.00150791 0.00698174
26 36 0.00692595 0.00112334 0.00683425
26 37 0.00678096 0.000745397 0.00673987
26 38 0.00670409 0.000371668 0.00669378
26 39 0 0 0
27 0 0.715357 0 0.715357
27 1 0.708785 0.0337033 0.707983
27 2 0.696935 0.0652356 0.693875
27 3 0.680526 0.0927773 0.674172
27 4 0.660393 0.115091 0.650287
27 5 0.637408 0.131588 0.623678
27 6 0.612418 0.142258 0.595667
27 7 0.586193 0.147531 0.567324
27 8 0.559381 0.148134 0.53941
27 9 0.532464 0.144977 0.512347
27 10 0.505713 0.139089 0.48621
27 11 0.479122 0.131613 0.460691
27 12 0.452323 0.123842 0.435039
27 13 0.424473 0.117274 0.407951
27 14 0.394167 0.113598 0.377443
27 15 0.359499 0.114393 0.340813
27 16 0.31865 0.120098 0.295152
27 17 0.271265 0.127619 0.23937
27 18 0.219509 0.127424 0.178737
27 19 0.166894 0.108455 0.126851
27 20 0.121044 0.0840198 0.0871342
27 21 0.0845805 0.0596079 0.0600063
27 22 0.0587489 0.040816 0.0422551
27 23 0.041516 0.027941 0.0307064
27 24 0.030269 0.0195375 0.0231192
27 25 0.0229257 0.0141238 0.0180584
27 26 0.0180664 0.0106054 0.014626
27 27 0.0147817 0.00826117 0.0122577
27 28 0.0125031 0.00663894 0.0105949
27 29 0.010877 0.00546136 0.0094065
27 30 0.00968311 0.00455976 0.00854232
27 31 0.00878367 0.00383163 0.00790389
27 32 0.00809211 0.00321436 0.00742631
27 33 0.007554 0.00266928 0.00706667
27 34 0.00713521 0.00217214 0.00679655
27 35 0.00681451 0.00170728 0.00659718
27 36 0.00657891 0.00126422 0.0064563
27 37 0.00642074 0.00083556 0.00636614
27 38 0.00633577 0.000415691 0.00632211
27 39 0 0 0
28 0 0.74906 0 0.74906
28 1 0.740779 0.043248 0.739515
28 2 0.726214 0.0833338 0.721417
28 3 0.706363 0.117708 0.696486
28 4 0.682324 0.144794 0.666784
28 5 0.65521 0.164025 0.634347
28 6 0.626089 0.175665 0.60094
28 7 0.595934 0.180544 0.567927
28 8 0.565595 0.17981 0.536252
28 9 0.535766 0.17477 0.506459
28 10 0.506965 0.166814 0.478734
28 11 0.4795 0.157427 0.45292
28 12 0.453407 0.148291 0.428471
28 13 0.428313 0.14147 0.404275
28 14 0.40319 0.139634 0.378238
28 15 0.376064 0.146114 0.346518
28 16 0.344221 0.163942 0.302673
28 17 0.306155 0.191118 0.239175
28 18 0.261352 0.206831 0.159768
28 19 0.194887 0.165807 0.102416
28 20 0.138705 0.123713 0.0627223
28 21 0.0909857 0.0811158 0.0412144
28 22 0.0602929 0.0526503 0.0293801
28 23 0.0415173 0.0350181 0.0223029
28 24 0.0299329 0.0241349 0.0177055
28 25 0.0225906 0.0172894 0.01454
28 26 0.0177852 0.0128637 0.0122817
28 27 0.0145351 0.0099074 0.0106355
28 28 0.0122646 0.00785711 0.00941732
28 29 0.0106282 0.00637377 0.00850491
28 30 0.0094143 0.00525048 0.00781419
28 31 0.00849102 0.00435922 0.00728661
28 32 0.00777521 0.00361973 0.00688124
28 33 0.00721422 0.00298099 0.00656953
28 34 0.00677483 0.00240998 0.00633169
28 35 0.00643629 0.00188485 0.00615412
28 36 0.00618599 0.0013907 0.00602764
28 37 0.00601655 0.00091693 0.00594627
28 38 0.00592396 0.000455538 0.00590642
28 39 0 0 0
29 0 0.792308 0 0.792308
29 1 0.781607 0.0559551 0.779601
29 2 0.763348 0.107144 0.755791
29 3 0.738942 0.149928 0.723572
29 4 0.709837 0.18235 0.686015
29 5 0.677449 0.204052 0.645988
29 6 0.643118 0.215836 0.605818
29 7 0.608065 0.219168 0.567193
29 8 0.57337 0.21579 0.531213
29 9 0.539957 0.20748 0.498503
29 10 0.508616 0.195971 0.469346
29 11 0.480031 0.182989 0.443784
29 12 0.45479 0.170424 0.421651
29 13 0.433331 0.160683 0.402439
29 14 0.415655 0.157355 0.384718
29 15 0.400581 0.166488 0.364345
29 16 0.384939 0.198438 0.329849
29 17 0.368464 0.266079 0.254888
29 18 0.362949 0.342975 0.118744
29 19 0.232202 0.224231 0.0603213
29 20 0.16514 0.163909 0.0201251
29 21 0.0894057 0.0884921 0.0127488
29 22 0.0549224 0.0536512 0.0117479
29 23 0.0371452 0.0353462 0.0114198
29 24 0.0269772 0.0246947 0.01086
29 25 0.0206776 0.0180351 0.0101143
29 26 0.0165334 0.0136525 0.00932546
29 27 0.0136777 0.0106477 0.00858519
29 28 0.0116336 0.00850831 0.00793399
29 29 0.0101222 0.00692614 0.00738162
29 30 0.00897338 0.00570917 0.00692293
29 31 0.00807993 0.00473502 0.00654713
29 32 0.00737356 0.00392436 0.0062425
29 33 0.00681048 0.00322497 0.00599852
29 34 0.00636288 0.00260194 0.00580656
29 35 0.00601349 0.00203144 0.00565997
29 36 0.00575203 0.0014968 0.00555387
29 37 0.00557278 0.000985923 0.00548488
29 38 0.00547282 0.000489529 0.00545089
29 39 0 0 0
30 0 0.848263 0 0.848263
30 1 0.834028 0.0734289 0.83079
30 2 0.810644 0.139358 0.798576
30 3 0.78012 0.192509 0.755994
30 4 0.744347 0.230628 0.707717
30 5 0.705109 0.253997 0.657772
30 6 0.66408 0.264456 0.609151
30 7 0.622776 0.264503 0.563815
30 8 0.582515 0.256702 0.522903
30 9 0.544428 0.24339 0.486994
30 10 0.509525 0.226601 0.456364
30 11 0.478821 0.208132 0.43122
30 12 0.453507 0.189735 0.411909
30 13 0.435184 0.173481 0.399111
30 14 0.426101 0.162615 0.393851
30 15 0.428906 0.164044 0.396295
30 16 0.443738 0.197243 0.39749
30 17 0.469214 0.331784 0.331784
30 18 0 0 0
30 19 0 0 0
30 20 0.0552921 0 -0.0552921
30 21 0.0595422 0.0552921 -0.0220921
30 22 0.0386762 0.0381163 -0.00655715
30 23 0.0280313 0.0280207 0.0007683
30 24 0.0216736 0.0212627 0.00420034
30 25 0.0174707 0.0165037 0.00573167
30 26 0.0145122 0.0130635 0.00632065
30 27 0.0123398 0.0105225 0.00644583
30 28 0.0106933 0.00860233 0.00635182
30 29 0.00941287 0.00711332 0.00616464
30 30 0.00839607 0.00592503 0.00594878
30 31 0.00757516 0.00494733 0.00573647
30 32 0.00690519 0.00411771 0.00554311
30 33 0.00635654 0.0033926 0.00537548
30 34 0.00591028 0.00274136 0.00523606
30 35 0.00555499 0.00214216 0.00512534
30 36 0.00528445 0.00157915 0.00504299
30 37 0.00509583 0.00104043 0.00498848
30 38 0.00498819 0.000516655 0.00496136
30 39 0 0 0
31 0 0.921692 0 0.921692
31 1 0.902101 0.0984028 0.896718
31 2 0.871449 0.184349 0.851727
31 3 0.832573 0.250123 0.794113
31 4 0.787858 0.293655 0.731086
31 5 0.739546 0.316853 0.668231
31 6 0.689759 0.32349 0.609197
31 7 0.640372 0.317687 0.556014
31 8 0.592932 0.303125 0.509591
31 9 0.548685 0.282777 0.470204
31 10 0.508711 0.258909 0.437896
31 11 0.474139 0.233205 0.412823
31 12 0.446488 0.206904 0.395655
31 13 0.428317 0.18089 0.388246
31 14 0.424796 0.155581 0.39528
31 15 0.448688 0.129829 0.429495
31 16 0.540395 0.0947057 0.532032
31 17 0 0 0
31 18 0 0 0
31 19 0 0 0
31 20 0 0 0
31 21 0.0392679 0 -0.0392679
31 22 0.0227507 0.0155011 -0.0166527
31 23 0.0183622 0.0173578 -0.00598976
31 24 0.0158414 0.0158315 -0.000558594
31 25 0.0138447 0.0136537 0.00229141
31 26 0.0121767 0.0115752 0.00377966
31 27 0.0107732 0.00977648 0.00452567
31 28 0.00958959 0.00826518 0.00486281
31 29 0.00858842 0.00699978 0.00497635
31 30 0.00773822 0.0059303 0.00497108
31 31 0.00701376 0.00501155 0.00490685
31 32 0.00639596 0.00420656 0.004818
31 33 0.00587139 0.00348637 0.00472424
31 34 0.0054316 0.00282873 0.00463686
31 35 0.00507233 0.0022167 0.00456233
31 36 0.00479259 0.00163721 0.00450427
31 37 0.00459347 0.00107999 0.00446471
31 38 0.00447698 0.00053666 0.0044447
31 39 0 0 0
32 0 1.0201 0 1.0201
32 1 0.992008 0.135833 0.982664
32 2 0.950823 0.249512 0.917501
32 3 0.900297 0.329978 0.837645
32 4 0.843259 0.377016 0.754285
32 5 0.782609 0.39627 0.674868
32 6 0.721166 0.394963 0.603394
32 7 0.661278 0.379628 0.541453
32 8 0.604666 0.355335 0.489243
32 9 0.552527 0.325683 0.446337
32 10 0.50575 0.293054 0.412192
32 11 0.465205 0.258876 0.386522
32 12 0.432104 0.223784 0.369641
32 13 0.408552 0.187594 0.362937
32 14 0.398433 0.148991 0.369527
32 15 0.408106 0.104984 0.394372
32 16 0.440377 0.0517514 0.437326
32 17 0 0 0
32 18 0 0 0
32 19 0 0 0
32 20 0 0 0
32 21 0.0237668 0 -0.0237668
32 22 0.016173 0.00653028 -0.014796
32 23 0.012572 0.0100779 -0.00751606
32 24 0.0113855 0.0110518 -0.00273636
32 25 0.0107066 0.0107045 0.000212906
32 26 0.0100053 0.00980724 0.0019809
32 27 0.00924807 0.00874302 0.00301437
32 28 0.00848273 0.00768214 0.00359741
32 29 0.00774752 0.00669033 0.00390686
32 30 0.00706297 0.00578482 0.00405234
32 31 0.00643793 0.00496203 0.00410186
32 32 0.00587549 0.00421063 0.0040978
32 33 0.00537685 0.00351756 0.00406661
32 34 0.00494359 0.00287051 0.00402483
32 35 0.00457872 0.0022587 0.00398284
32 36 0.00428697 0.00167299 0.00394705
32 37 0.00407427 0.00110566 0.00392138
32 38 0.00394655 0.000549997 0.00390804
32 39 0 0 0
33 0 1.15593 0 1.15593
33 1 1.11362 0.195418 1.09634
33 2 1.05687 0.347889 0.997966
33 3 0.989517 0.443261 0.884683
33 4 0.914692 0.48816 0.773539
33 5 0.836628 0.496247 0.673561
33 6 0.759382 0.480466 0.588059
33 7 0.685878 0.450528 0.517159
33 8 0.617829 0.412903 0.459591
33 9 0.556071 0.371567 0.413707
33 10 0.500968 0.328747 0.378014
33 11 0.452759 0.285459 0.35143
33 12 0.411873 0.241764 0.33345
33 13 0.379325 0.196711 0.324334
33 14 0.357505 0.147804 0.325521
33 15 0.35265 0.0893657 0.341139
33 16 0.385644 0.00731567 0.385575
33 17 0.14137 -0.14137 0
33 18 0 0 0
33 19 0 0 0
33 20 0 0 0
33 21 0.0192399 -0.00854857 -0.0172365
33 22 0.0112614 0.000542153 -0.0112484
33 23 0.00846489 0.00537165 -0.00654214
33 24 0.00819562 0.00759335 -0.00308369
33 25 0.00833326 0.00830512 -0.00068433
33 26 0.00825727 0.00820623 0.000916686
33 27 0.00794997 0.00770622 0.00195349
33 28 0.00749737 0.00703004 0.00260559
33 29 0.00697349 0.00629456 0.00300136
33 30 0.00642699 0.00555663 0.00322954
33 31 0.00588744 0.00484111 0.00335046
33 32 0.00537285 0.00415636 0.00340474
33 33 0.00489516 0.00350275 0.00341955
33 34 0.00446386 0.00287703 0.00341302
33 35 0.00408831 0.00227458 0.00339713
33 36 0.00377889 0.00169042 0.00337971
33 37 0.00354707 0.00111966 0.00336572
33 38 0.00340404 0.000557668 0.00335805
33 39 0 0 0
34 0 1.35135 0 1.35135
34 1 1.28387 0.297951 1.24881
34 2 1.20365 0.503365 1.09334
34 3 1.11022 0.607018 0.929582
34 4 1.00776 0.636115 0.781626
34 5 0.903986 0.620093 0.65778
34 6 0.805012 0.580125 0.558121
34 7 0.714083 0.529114 0.479535
