X Y V 
14 39 -6.55039
14 40 -6.57086
14 41 -6.589
14 42 -6.60494
14 43 -6.61874
14 44 -6.63049
14 45 -6.64024
14 46 -6.64806
14 47 -6.65398
14 48 -6.65802
14 49 -6.66022
14 50 -6.66058
14 51 -6.6591
14 52 -6.65577
14 53 -6.65056
14 54 -6.64345
14 55 -6.63438
14 56 -6.62332
14 57 -6.61019
14 58 -6.59491
14 59 -6.57739
14 60 -6.55754
14 61 -6.53524
14 62 -6.51034
14 63 -6.48271
14 64 -6.45217
14 65 -6.41853
14 66 -6.3816
14 67 -6.34114
14 68 -6.2969
14 69 -6.24859
14 70 -6.1959
14 71 -6.13849
14 72 -6.07598
14 73 -6.00794
14 74 -5.93391
14 75 -5.85338
14 76 -5.7658
14 77 -5.67053
14 78 -5.5669
14 79 -5.45418
14 80 -5.33155
14 81 -5.19813
14 82 -5.05298
14 83 -4.89509
14 84 -4.72337
14 85 -4.5367
14 86 -4.33393
14 87 -4.11391
14 88 -3.87551
14 89 -3.61773
14 90 -3.33971
14 91 -3.04088
14 92 -2.721
14 93 -2.38034
14 94 -2.01977
14 95 -1.64087
14 96 -1.24599
14 97 -0.838241
14 98 -0.421458
14 99 0
15 0 0
15 1 -0.387597
15 2 -0.77145
15 3 -1.14799
15 4 -1.51402
15 5 -1.86686
15 6 -2.20442
15 7 -2.52519
15 8 -2.82822
15 9 -3.11306
15 10 -3.37968
15 11 -3.62838
15 12 -3.8597
15 13 -4.07438
15 14 -4.27327
15 15 -4.45726
15 16 -4.62731
15 17 -4.78436
15 18 -4.92932
15 19 -5.06307
15 20 -5.18645
15 21 -5.30024
15 22 -5.40519
15 23 -5.50197
15 24 -5.5912
15 25 -5.67348
15 26 -5.74931
15 27 -5.8192
15 28 -5.88357
15 29 -5.94284
15 30 -5.99738
15 31 -6.04751
15 32 -6.09355
15 33 -6.13576
15 34 -6.17441
15 35 -6.2097
15 36 -6.24185
15 37 -6.27105
15 38 -6.29745
15 39 -6.3212
15 40 -6.34245
15 41 -6.36129
15 42 -6.37784
15 43 -6.39218
15 44 -6.40439
15 45 -6.41454
15 46 -6.42267
15 47 -6.42882
15 48 -6.43303
15 49 -6.43532
15 50 -6.4357
15 51 -6.43416
15 52 -6.43069
15 53 -6.42528
15 54 -6.41788
15 55 -6.40846
15 56 -6.39696
15 57 -6.38332
15 58 -6.36745
15 59 -6.34927
15 60 -6.32867
15 61 -6.30554
15 62 -6.27973
15 63 -6.25111
15 64 -6.2195
15 65 -6.18472
15 66 -6.14656
15 67 -6.10479
15 68 -6.05917
15 69 -6.00941
15 70 -5.95521
15 71 -5.89623
15 72 -5.83211
15 73 -5.76243
15 74 -5.68676
15 75 -5.60461
15 76 -5.51544
15 77 -5.41868
15 78 -5.31371
15 79 -5.19983
15 80 -5.07631
15 81 -4.94238
15 82 -4.79718
15 83 -4.63984
15 84 -4.46944
15 85 -4.28503
15 86 -4.08569
15 87 -3.87048
15 88 -3.63858
15 89 -3.38924
15 90 -3.12193
15 91 -2.83633
15 92 -2.53249
15 93 -2.21085
15 94 -1.87236
15 95 -1.51853
15 96 -1.15145
15 97 -0.773818
15 98 -0.388809
15 99 0
16 0 0
16 1 -0.358698
16 2 -0.714322
16 3 -1.06391
16 4 -1.40479
16 5 -1.73465
16 6 -2.05162
16 7 -2.35431
16 8 -2.64174
16 9 -2.91335
16 10 -3.16896
16 11 -3.40866
16 12 -3.63276
16 13 -3.84177
16 14 -4.03631
16 15 -4.21711
16 16 -4.3849
16 17 -4.54048
16 18 -4.6846
16 19 -4.81805
16 20 -4.94153
16 21 -5.05576
16 22 -5.16139
16 23 -5.25905
16 24 -5.3493
16 25 -5.43268
16 26 -5.5097
16 27 -5.58079
16 28 -5.6464
16 29 -5.70689
16 30 -5.76263
16 31 -5.81393
16 32 -5.8611
16 33 -5.9044
16 34 -5.94407
16 35 -5.98034
16 36 -6.01341
16 37 -6.04346
16 38 -6.07065
16 39 -6.09513
16 40 -6.11703
16 41 -6.13647
16 42 -6.15355
16 43 -6.16836
16 44 -6.18097
16 45 -6.19145
16 46 -6.19985
16 47 -6.20621
16 48 -6.21057
16 49 -6.21293
16 50 -6.21332
16 51 -6.21173
16 52 -6.20815
16 53 -6.20256
16 54 -6.19492
16 55 -6.18519
16 56 -6.17332
16 57 -6.15923
16 58 -6.14286
16 59 -6.12411
16 60 -6.10287
16 61 -6.07904
16 62 -6.05247
16 63 -6.02301
16 64 -5.9905
16 65 -5.95477
16 66 -5.91559
16 67 -5.87276
16 68 -5.82602
16 69 -5.7751
16 70 -5.71971
16 71 -5.65952
16 72 -5.59418
16 73 -5.5233
16 74 -5.44646
16 75 -5.3632
16 76 -5.27302
16 77 -5.17539
16 78 -5.06972
16 79 -4.95541
16 80 -4.83178
16 81 -4.69815
16 82 -4.55377
16 83 -4.39789
16 84 -4.22973
16 85 -4.04851
16 86 -3.85348
16 87 -3.64393
16 88 -3.41923
16 89 -3.17888
16 90 -2.92255
16 91 -2.65014
16 92 -2.36187
16 93 -2.05829
16 94 -1.74035
16 95 -1.40947
16 96 -1.06751
16 97 -0.716777
16 98 -0.359954
16 99 0
17 0 0
17 1 -0.33293
17 2 -0.663307
17 3 -0.988655
17 4 -1.3067
17 5 -1.61546
17 6 -1.91328
17 7 -2.19886
17 8 -2.47127
17 9 -2.72989
17 10 -2.97441
17 11 -3.20479
17 12 -3.42119
17 13 -3.62392
17 14 -3.81344
17 15 -3.99029
17 16 -4.15507
17 17 -4.30842
17 18 -4.45097
17 19 -4.58339
17 20 -4.7063
17 21 -4.82032
17 22 -4.92603
17 23 -5.024
17 24 -5.11474
17 25 -5.19876
17 26 -5.2765
17 27 -5.34841
17 28 -5.41486
17 29 -5.47623
17 30 -5.53286
17 31 -5.58505
17 32 -5.63309
17 33 -5.67723
17 34 -5.71772
17 35 -5.75477
17 36 -5.78858
17 37 -5.81932
17 38 -5.84716
17 39 -5.87224
17 40 -5.89469
17 41 -5.91463
17 42 -5.93215
17 43 -5.94735
17 44 -5.9603
17 45 -5.97106
17 46 -5.97969
17 47 -5.98623
17 48 -5.9907
17 49 -5.99314
17 50 -5.99354
17 51 -5.99191
17 52 -5.98823
17 53 -5.98248
17 54 -5.97464
17 55 -5.96465
17 56 -5.95246
17 57 -5.93801
17 58 -5.92122
17 59 -5.90199
17 60 -5.88023
17 61 -5.85581
17 62 -5.82861
17 63 -5.79848
17 64 -5.76525
17 65 -5.72875
17 66 -5.68877
17 67 -5.64511
17 68 -5.59751
17 69 -5.54572
17 70 -5.48945
17 71 -5.4284
17 72 -5.36221
17 73 -5.29053
17 74 -5.21296
17 75 -5.12907
17 76 -5.0384
17 77 -4.94046
17 78 -4.83471
17 79 -4.72061
17 80 -4.59755
17 81 -4.46494
17 82 -4.32212
17 83 -4.16846
17 84 -4.0033
17 85 -3.82601
17 86 -3.636
17 87 -3.43271
17 88 -3.21569
17 89 -2.98463
17 90 -2.73936
17 91 -2.47993
17 92 -2.20666
17 93 -1.92015
17 94 -1.62134
17 95 -1.31152
17 96 -0.99236
17 97 -0.665837
17 98 -0.334224
17 99 0
18 0 0
18 1 -0.309772
18 2 -0.617403
18 3 -0.920801
18 4 -1.21803
18 5 -1.50736
18 6 -1.78734
18 7 -2.05679
18 8 -2.3148
18 9 -2.56075
18 10 -2.79426
18 11 -3.01519
18 12 -3.22357
18 13 -3.41959
18 14 -3.60357
18 15 -3.7759
18 16 -3.93705
18 17 -4.08753
18 18 -4.22789
18 19 -4.35866
18 20 -4.4804
18 21 -4.59363
18 22 -4.69888
18 23 -4.79665
18 24 -4.88741
18 25 -4.97161
18 26 -5.04967
18 27 -5.122
18 28 -5.18895
18 29 -5.25087
18 30 -5.30809
18 31 -5.36089
18 32 -5.40954
18 33 -5.45431
18 34 -5.4954
18 35 -5.53304
18 36 -5.56742
18 37 -5.5987
18 38 -5.62704
18 39 -5.6526
18 40 -5.67549
18 41 -5.69582
18 42 -5.7137
18 43 -5.72922
18 44 -5.74244
18 45 -5.75343
18 46 -5.76225
18 47 -5.76893
18 48 -5.77351
18 49 -5.776
18 50 -5.77641
18 51 -5.77474
18 52 -5.77099
18 53 -5.76512
18 54 -5.75711
18 55 -5.74691
18 56 -5.73446
18 57 -5.71971
18 58 -5.70258
18 59 -5.68298
18 60 -5.66079
18 61 -5.63592
18 62 -5.60823
18 63 -5.57757
18 64 -5.54379
18 65 -5.50671
18 66 -5.46614
18 67 -5.42187
18 68 -5.37367
18 69 -5.32128
18 70 -5.26443
18 71 -5.20283
18 72 -5.13615
18 73 -5.06406
18 74 -4.98617
18 75 -4.9021
18 76 -4.81142
18 77 -4.71367
18 78 -4.60839
18 79 -4.49506
18 80 -4.37318
18 81 -4.2422
18 82 -4.10158
18 83 -3.95077
18 84 -3.78924
18 85 -3.61646
18 86 -3.43197
18 87 -3.23538
18 88 -3.02636
18 89 -2.80473
18 90 -2.57045
18 91 -2.32368
18 92 -2.06478
18 93 -1.79438
18 94 -1.51338
18 95 -1.22297
18 96 -0.924598
18 97 -0.619996
18 98 -0.311098
18 99 0
19 0 0
19 1 -0.288812
19 2 -0.575815
19 3 -0.859224
19 4 -1.13738
19 5 -1.40877
19 6 -1.67212
19 7 -1.92635
19 8 -2.1706
19 9 -2.40428
19 10 -2.62695
19 11 -2.83842
19 12 -3.03862
19 13 -3.22764
19 14 -3.40568
19 15 -3.57304
19 16 -3.73006
19 17 -3.87717
19 18 -4.01479
19 19 -4.14339
19 20 -4.26343
19 21 -4.37538
19 22 -4.47969
19 23 -4.57679
19 24 -4.66713
19 25 -4.75111
19 26 -4.82911
19 27 -4.90149
19 28 -4.96861
19 29 -5.03078
19 30 -5.0883
19 31 -5.14145
19 32 -5.19048
19 33 -5.23564
19 34 -5.27714
19 35 -5.31519
19 36 -5.34996
19 37 -5.38163
19 38 -5.41035
19 39 -5.43626
19 40 -5.45947
19 41 -5.48011
19 42 -5.49826
19 43 -5.51402
19 44 -5.52745
19 45 -5.53863
19 46 -5.54759
19 47 -5.55438
19 48 -5.55904
19 49 -5.56157
19 50 -5.56199
19 51 -5.5603
19 52 -5.55648
19 53 -5.55052
19 54 -5.54237
19 55 -5.53201
19 56 -5.51937
19 57 -5.5044
19 58 -5.48701
19 59 -5.46711
19 60 -5.44462
19 61 -5.41941
19 62 -5.39136
19 63 -5.36032
19 64 -5.32616
19 65 -5.28869
19 66 -5.24772
19 67 -5.20306
19 68 -5.15449
19 69 -5.10176
19 70 -5.04461
19 71 -4.98277
19 72 -4.91594
19 73 -4.84378
19 74 -4.76597
19 75 -4.68212
19 76 -4.59186
19 77 -4.49477
19 78 -4.39043
19 79 -4.27839
19 80 -4.1582
19 81 -4.02939
19 82 -3.8915
19 83 -3.74406
19 84 -3.58664
19 85 -3.41883
19 86 -3.24026
19 87 -3.05066
19 88 -2.84981
19 89 -2.63763
19 90 -2.41418
19 91 -2.17966
19 92 -1.93449
19 93 -1.6793
19 94 -1.41491
19 95 -1.14241
19 96 -0.863095
19 97 -0.578458
19 98 -0.290165
19 99 0
20 0 0
20 1 -0.269723
20 2 -0.537904
20 3 -0.803011
20 4 -1.06361
20 5 -1.31838
20 6 -1.56619
20 7 -1.80607
20 8 -2.03722
20 9 -2.25904
20 10 -2.47112
20 11 -2.67319
20 12 -2.86514
20 13 -3.04698
20 14 -3.21882
20 15 -3.38086
20 16 -3.53338
20 17 -3.67669
20 18 -3.81114
20 19 -3.93712
20 20 -4.05502
20 21 -4.16523
20 22 -4.26816
20 23 -4.3642
20 24 -4.45373
20 25 -4.5371
20 26 -4.61469
20 27 -4.68681
20 28 -4.75378
20 29 -4.81591
20 30 -4.87346
20 31 -4.92671
20 32 -4.9759
20 33 -5.02124
20 34 -5.06295
20 35 -5.10123
20 36 -5.13624
20 37 -5.16815
20 38 -5.19711
20 39 -5.22324
20 40 -5.24668
20 41 -5.26752
20 42 -5.28586
20 43 -5.30179
20 44 -5.31538
20 45 -5.32668
20 46 -5.33575
20 47 -5.34262
20 48 -5.34733
20 49 -5.3499
20 50 -5.35032
20 51 -5.34861
20 52 -5.34475
20 53 -5.33872
20 54 -5.33048
20 55 -5.32
20 56 -5.30723
20 57 -5.29209
20 58 -5.27452
20 59 -5.25444
20 60 -5.23173
20 61 -5.2063
20 62 -5.17802
20 63 -5.14676
20 64 -5.11236
20 65 -5.07467
20 66 -5.0335
20 67 -4.98867
20 68 -4.93995
20 69 -4.88712
20 70 -4.82995
20 71 -4.76816
20 72 -4.70147
20 73 -4.62958
20 74 -4.55219
20 75 -4.46894
20 76 -4.37949
20 77 -4.28348
20 78 -4.18051
20 79 -4.0702
20 80 -3.95215
20 81 -3.82596
20 82 -3.69123
20 83 -3.54759
20 84 -3.39467
20 85 -3.23216
20 86 -3.05979
20 87 -2.87736
20 88 -2.68475
20 89 -2.48196
20 90 -2.26909
20 91 -2.04641
20 92 -1.81433
20 93 -1.57348
20 94 -1.32461
20 95 -1.06872
20 96 -0.806938
20 97 -0.540585
20 98 -0.271095
20 99 0
21 0 0
21 1 -0.252237
21 2 -0.50315
21 3 -0.751417
21 4 -0.995789
21 5 -1.23512
21 6 -1.46838
21 7 -1.69471
21 8 -1.91337
21 9 -2.1238
21 10 -2.32556
21 11 -2.51838
21 12 -2.70209
21 13 -2.87665
21 14 -3.0421
21 15 -3.19858
21 16 -3.34629
21 17 -3.48546
21 18 -3.61638
21 19 -3.73936
21 20 -3.85473
21 21 -3.96284
21 22 -4.06402
21 23 -4.15862
21 24 -4.24698
21 25 -4.32942
21 26 -4.40626
21 27 -4.47781
21 28 -4.54436
21 29 -4.60617
21 30 -4.66351
21 31 -4.71663
21 32 -4.76574
21 33 -4.81107
21 34 -4.85281
21 35 -4.89115
21 36 -4.92624
21 37 -4.95825
21 38 -4.98732
21 39 -5.01357
21 40 -5.03712
21 41 -5.05808
21 42 -5.07653
21 43 -5.09256
21 44 -5.10624
21 45 -5.11762
21 46 -5.12675
21 47 -5.13368
21 48 -5.13842
21 49 -5.14101
21 50 -5.14144
21 51 -5.13971
21 52 -5.13583
21 53 -5.12975
21 54 -5.12146
21 55 -5.11091
21 56 -5.09805
21 57 -5.08282
21 58 -5.06516
21 59 -5.04496
21 60 -5.02215
21 61 -4.99661
21 62 -4.96823
21 63 -4.93687
21 64 -4.9024
21 65 -4.86465
21 66 -4.82346
21 67 -4.77865
21 68 -4.73
21 69 -4.67732
21 70 -4.62036
21 71 -4.55888
21 72 -4.49262
21 73 -4.42131
21 74 -4.34465
21 75 -4.26235
21 76 -4.17407
21 77 -4.07949
21 78 -3.97827
21 79 -3.87007
21 80 -3.75454
21 81 -3.63134
21 82 -3.50014
21 83 -3.36063
21 84 -3.21253
21 85 -3.05558
21 86 -2.88959
21 87 -2.71443
21 88 -2.53005
21 89 -2.3365
21 90 -2.13394
21 91 -1.92265
21 92 -1.70306
21 93 -1.47573
21 94 -1.24141
21 95 -1.00095
21 96 -0.755382
21 97 -0.505857
21 98 -0.253622
21 99 0
22 0 0
22 1 -0.236135
22 2 -0.471128
22 3 -0.703828
22 4 -0.933145
22 5 -1.15807
22 6 -1.37769
22 7 -1.59122
22 8 -1.79799
22 9 -1.99746
22 10 -2.18921
22 11 -2.37295
22 12 -2.54849
22 13 -2.71574
22 14 -2.8747
22 15 -3.02545
22 16 -3.16811
22 17 -3.30288
22 18 -3.42997
22 19 -3.54964
22 20 -3.66216
22 21 -3.76783
22 22 -3.86693
22 23 -3.95978
22 24 -4.04665
22 25 -4.12786
22 26 -4.20367
22 27 -4.27437
22 28 -4.34022
22 29 -4.40147
22 30 -4.45837
22 31 -4.51113
22 32 -4.55998
22 33 -4.6051
22 34 -4.6467
22 35 -4.68493
22 36 -4.71995
22 37 -4.75193
22 38 -4.78098
22 39 -4.80724
22 40 -4.83081
22 41 -4.85179
22 42 -4.87027
22 43 -4.88633
22 44 -4.90004
22 45 -4.91145
22 46 -4.92061
22 47 -4.92756
22 48 -4.93232
22 49 -4.93491
22 50 -4.93535
22 51 -4.93362
22 52 -4.92972
22 53 -4.92363
22 54 -4.91532
22 55 -4.90474
22 56 -4.89186
22 57 -4.8766
22 58 -4.85891
22 59 -4.83869
22 60 -4.81586
22 61 -4.79033
22 62 -4.76196
22 63 -4.73065
22 64 -4.69624
22 65 -4.6586
22 66 -4.61757
22 67 -4.57296
22 68 -4.52458
22 69 -4.47225
22 70 -4.41574
22 71 -4.35482
22 72 -4.28926
22 73 -4.2188
22 74 -4.14317
22 75 -4.06211
22 76 -3.97531
22 77 -3.88249
22 78 -3.78334
22 79 -3.67758
22 80 -3.5649
22 81 -3.44501
22 82 -3.31764
22 83 -3.18253
22 84 -3.03946
22 85 -2.88825
22 86 -2.72875
22 87 -2.56089
22 88 -2.38468
22 89 -2.20021
22 90 -2.00765
22 91 -1.80732
22 92 -1.59961
22 93 -1.38508
22 94 -1.16439
22 95 -0.938328
22 96 -0.707812
22 97 -0.473847
22 98 -0.237526
22 99 0
23 0 0
23 1 -0.221237
23 2 -0.441482
23 3 -0.659731
23 4 -0.875026
23 5 -1.08647
23 6 -1.29327
23 7 -1.49469
23 8 -1.69013
23 9 -1.87908
23 10 -2.06114
23 11 -2.23601
23 12 -2.40349
23 13 -2.56345
23 14 -2.71586
23 15 -2.86076
23 16 -2.99821
23 17 -3.12837
23 18 -3.2514
23 19 -3.3675
23 20 -3.4769
23 21 -3.57985
23 22 -3.67659
23 23 -3.76739
23 24 -3.85251
23 25 -3.9322
23 26 -4.00672
23 27 -4.07632
23 28 -4.14124
23 29 -4.2017
23 30 -4.25794
23 31 -4.31015
23 32 -4.35853
23 33 -4.40327
23 34 -4.44455
23 35 -4.48253
23 36 -4.51735
23 37 -4.54916
23 38 -4.57808
23 39 -4.60423
23 40 -4.62772
23 41 -4.64864
23 42 -4.66708
23 43 -4.68311
23 44 -4.69679
23 45 -4.70819
23 46 -4.71733
23 47 -4.72427
23 48 -4.72903
23 49 -4.73162
23 50 -4.73206
23 51 -4.73033
23 52 -4.72644
23 53 -4.72036
23 54 -4.71206
23 55 -4.7015
23 56 -4.68864
23 57 -4.67342
23 58 -4.65577
23 59 -4.63561
23 60 -4.61287
23 61 -4.58743
23 62 -4.5592
23 63 -4.52805
23 64 -4.49386
23 65 -4.45647
23 66 -4.41575
23 67 -4.37152
23 68 -4.32361
23 69 -4.27183
23 70 -4.21598
23 71 -4.15586
23 72 -4.09123
23 73 -4.02187
23 74 -3.94754
23 75 -3.86798
23 76 -3.78294
23 77 -3.69216
23 78 -3.59538
23 79 -3.49233
23 80 -3.38277
23 81 -3.26645
23 82 -3.14314
23 83 -3.01264
23 84 -2.87478
23 85 -2.72941
23 86 -2.57646
23 87 -2.41589
23 88 -2.24775
23 89 -2.07214
23 90 -1.88928
23 91 -1.69946
23 92 -1.50308
23 93 -1.30066
23 94 -1.09279
23 95 -0.88021
23 96 -0.663715
23 97 -0.444201
23 98 -0.222628
23 99 0
24 0 0
24 1 -0.207391
24 2 -0.413917
24 3 -0.618696
24 4 -0.820884
24 5 -1.01969
24 6 -1.21439
24 7 -1.40434
24 8 -1.58898
24 9 -1.76783
24 10 -1.94052
24 11 -2.10675
24 12 -2.2663
24 13 -2.41903
24 14 -2.56489
24 15 -2.70386
24 16 -2.836
24 17 -2.96139
24 18 -3.08016
24 19 -3.19249
24 20 -3.29854
24 21 -3.39853
24 22 -3.49267
24 23 -3.58119
24 24 -3.6643
24 25 -3.74224
24 26 -3.81523
24 27 -3.8835
24 28 -3.94727
24 29 -4.00673
24 30 -4.0621
24 31 -4.11357
24 32 -4.16131
24 33 -4.20551
24 34 -4.24632
24 35 -4.28389
24 36 -4.31837
24 37 -4.34989
24 38 -4.37857
24 39 -4.40452
24 40 -4.42784
24 41 -4.44862
24 42 -4.46694
24 43 -4.48287
24 44 -4.49648
24 45 -4.50781
24 46 -4.51691
24 47 -4.52381
24 48 -4.52855
24 49 -4.53113
24 50 -4.53156
24 51 -4.52985
24 52 -4.52597
24 53 -4.51992
24 54 -4.51167
24 55 -4.50117
24 56 -4.48838
24 57 -4.47326
24 58 -4.45572
24 59 -4.43571
24 60 -4.41313
24 61 -4.3879
24 62 -4.3599
24 63 -4.32904
24 64 -4.29518
24 65 -4.2582
24 66 -4.21794
24 67 -4.17426
24 68 -4.12698
24 69 -4.07595
24 70 -4.02096
24 71 -3.96183
24 72 -3.89835
24 73 -3.83032
24 74 -3.75751
24 75 -3.6797
24 76 -3.59667
24 77 -3.50818
24 78 -3.414
24 79 -3.31391
24 80 -3.2077
24 81 -3.09516
24 82 -2.9761
24 83 -2.85037
24 84 -2.71783
24 85 -2.57838
24 86 -2.43199
24 87 -2.27865
24 88 -2.11843
24 89 -1.95147
24 90 -1.77799
24 91 -1.59827
24 92 -1.41269
24 93 -1.22175
24 94 -1.02598
24 95 -0.826044
24 96 -0.622661
24 97 -0.416623
24 98 -0.208775
24 99 0
25 0 0
25 1 -0.194469
25 2 -0.388182
25 3 -0.580359
25 4 -0.770254
25 5 -0.957164
25 6 -1.14044
25 7 -1.3195
25 8 -1.49383
25 9 -1.66299
25 10 -1.82662
25 11 -1.98444
25 12 -2.13622
25 13 -2.28181
25 14 -2.42114
25 15 -2.55416
25 16 -2.6809
25 17 -2.80141
25 18 -2.91579
25 19 -3.02417
25 20 -3.12669
25 21 -3.22352
25 22 -3.31485
25 23 -3.40086
25 24 -3.48175
25 25 -3.55773
25 26 -3.62899
25 27 -3.69572
25 28 -3.75813
25 29 -3.81641
25 30 -3.87073
25 31 -3.92128
25 32 -3.96823
25 33 -4.01172
25 34 -4.05192
25 35 -4.08896
25 36 -4.12297
25 37 -4.15409
25 38 -4.18242
25 39 -4.20807
25 40 -4.23113
25 41 -4.25169
25 42 -4.26982
25 43 -4.28559
25 44 -4.29907
25 45 -4.3103
25 46 -4.31931
25 47 -4.32616
25 48 -4.33085
25 49 -4.33341
25 50 -4.33384
25 51 -4.33214
25 52 -4.3283
25 53 -4.3223
25 54 -4.31412
25 55 -4.30372
25 56 -4.29106
25 57 -4.27609
25 58 -4.25873
25 59 -4.23893
25 60 -4.21661
25 61 -4.19167
25 62 -4.16402
25 63 -4.13356
25 64 -4.10016
25 65 -4.0637
25 66 -4.02405
25 67 -3.98107
25 68 -3.93459
25 69 -3.88447
25 70 -3.83052
25 71 -3.77258
25 72 -3.71045
25 73 -3.64395
25 74 -3.57288
25 75 -3.49703
25 76 -3.41622
25 77 -3.33022
25 78 -3.23886
25 79 -3.14193
25 80 -3.03925
25 81 -2.93066
25 82 -2.816
25 83 -2.69514
25 84 -2.568
25 85 -2.43451
25 86 -2.29465
25 87 -2.14846
25 88 -1.99602
25 89 -1.83748
25 90 -1.67305
25 91 -1.50303
25 92 -1.32778
25 93 -1.14773
25 94 -0.963395
25 95 -0.775366
25 96 -0.584287
25 97 -0.390863
25 98 -0.195841
25 99 0
26 0 0
26 1 -0.182365
26 2 -0.364064
26 3 -0.544409
26 4 -0.722736
26 5 -0.89842
26 6 -1.07088
26 7 -1.23958
26 8 -1.40406
26 9 -1.56392
26 10 -1.7188
26 11 -1.86844
26 12 -2.01262
26 13 -2.15118
26 14 -2.28402
26 15 -2.41109
26 16 -2.53239
26 17 -2.64795
26 18 -2.75782
26 19 -2.86212
26 20 -2.96096
26 21 -3.05447
26 22 -3.14281
26 23 -3.22613
26 24 -3.30462
26 25 -3.37844
26 26 -3.44777
26 27 -3.51279
26 28 -3.57367
26 29 -3.63059
26 30 -3.6837
26 31 -3.73317
26 32 -3.77916
26 33 -3.82181
26 34 -3.86126
26 35 -3.89764
26 36 -3.93107
26 37 -3.96168
26 38 -3.98956
26 39 -4.01481
26 40 -4.03753
26 41 -4.0578
26 42 -4.07568
26 43 -4.09124
26 44 -4.10453
26 45 -4.11561
26 46 -4.12452
26 47 -4.13127
26 48 -4.13591
26 49 -4.13843
26 50 -4.13886
26 51 -4.13718
26 52 -4.13339
26 53 -4.12747
26 54 -4.11939
26 55 -4.10913
26 56 -4.09664
26 57 -4.08186
26 58 -4.06475
26 59 -4.04524
26 60 -4.02325
26 61 -3.99869
26 62 -3.97148
26 63 -3.94152
26 64 -3.9087
26 65 -3.87289
26 66 -3.83398
26 67 -3.79184
26 68 -3.74631
26 69 -3.69726
26 70 -3.64452
26 71 -3.58793
26 72 -3.52733
26 73 -3.46254
26 74 -3.39339
26 75 -3.3197
26 76 -3.24128
26 77 -3.15798
26 78 -3.0696
26 79 -2.976
26 80 -2.877
26 81 -2.77249
26 82 -2.66234
26 83 -2.54645
26 84 -2.42475
26 85 -2.29721
26 86 -2.16385
26 87 -2.02469
26 88 -1.87986
26 89 -1.72951
26 90 -1.57384
26 91 -1.41314
26 92 -1.24774
26 93 -1.07806
26 94 -0.904564
26 95 -0.727777
26 96 -0.548282
26 97 -0.366707
26 98 -0.183717
26 99 0
27 0 0
27 1 -0.170984
27 2 -0.341381
27 3 -0.510579
27 4 -0.677989
27 5 -0.843048
27 6 -1.00523
27 7 -1.16407
27 8 -1.31913
27 9 -1.47004
27 10 -1.61647
27 11 -1.75817
27 12 -1.89492
27 13 -2.02657
27 14 -2.153
27 15 -2.27414
27 16 -2.38999
27 17 -2.50053
27 18 -2.60583
27 19 -2.70595
27 20 -2.80097
27 21 -2.89102
27 22 -2.97622
27 23 -3.05671
27 24 -3.13263
27 25 -3.20413
27 26 -3.27137
27 27 -3.33451
27 28 -3.3937
27 29 -3.4491
27 30 -3.50085
27 31 -3.5491
27 32 -3.59399
27 33 -3.63567
27 34 -3.67424
27 35 -3.70984
27 36 -3.74259
27 37 -3.77258
27 38 -3.79992
27 39 -3.8247
27 40 -3.847
27 41 -3.86689
27 42 -3.88446
27 43 -3.89975
27 44 -3.91282
27 45 -3.92371
27 46 -3.93247
27 47 -3.93912
27 48 -3.94367
27 49 -3.94616
27 50 -3.94658
27 51 -3.94492
27 52 -3.9412
27 53 -3.93537
27 54 -3.92743
27 55 -3.91734
27 56 -3.90506
27 57 -3.89054
27 58 -3.87373
27 59 -3.85457
27 60 -3.83298
27 61 -3.80889
27 62 -3.78222
27 63 -3.75286
27 64 -3.72071
27 65 -3.68567
27 66 -3.64763
27 67 -3.60645
27 68 -3.56201
27 69 -3.51417
27 70 -3.46278
27 71 -3.40771
27 72 -3.34879
27 73 -3.28588
27 74 -3.21881
27 75 -3.14744
27 76 -3.07159
27 77 -2.99112
27 78 -2.90588
27 79 -2.81574
27 80 -2.72056
27 81 -2.62023
27 82 -2.51466
27 83 -2.40379
27 84 -2.28755
27 85 -2.16595
27 86 -2.039
27 87 -1.90678
27 88 -1.76938
27 89 -1.62698
27 90 -1.47978
27 91 -1.32804
27 92 -1.17208
27 93 -1.01229
27 94 -0.849077
27 95 -0.682934
27 96 -0.514379
27 97 -0.343974
27 98 -0.17231
27 99 0
28 0 0
28 1 -0.160247
28 2 -0.319975
28 3 -0.478639
28 4 -0.635712
28 5 -0.790691
28 6 -0.943106
28 7 -1.09252
28 8 -1.23856
28 9 -1.38085
28 10 -1.51912
28 11 -1.65311
28 12 -1.78261
28 13 -1.90747
28 14 -2.02757
28 15 -2.14283
28 16 -2.25322
28 17 -2.35874
28 18 -2.4594
28 19 -2.55526
28 20 -2.64638
28 21 -2.73285
28 22 -2.81479
28 23 -2.8923
28 24 -2.96551
28 25 -3.03456
28 26 -3.09956
28 27 -3.16068
28 28 -3.21803
28 29 -3.27177
28 30 -3.32202
28 31 -3.36892
28 32 -3.41259
28 33 -3.45317
28 34 -3.49076
28 35 -3.52547
28 36 -3.55742
28 37 -3.58671
28 38 -3.61342
28 39 -3.63764
28 40 -3.65944
28 41 -3.67891
28 42 -3.6961
28 43 -3.71107
28 44 -3.72387
28 45 -3.73454
28 46 -3.74312
28 47 -3.74963
28 48 -3.7541
28 49 -3.75654
28 50 -3.75694
