X Y V 
28 51 -3.75532
28 52 -3.75167
28 53 -3.74596
28 54 -3.73818
28 55 -3.72829
28 56 -3.71626
28 57 -3.70205
28 58 -3.6856
28 59 -3.66685
28 60 -3.64574
28 61 -3.62219
28 62 -3.59613
28 63 -3.56746
28 64 -3.5361
28 65 -3.50193
28 66 -3.46486
28 67 -3.42477
28 68 -3.38154
28 69 -3.33504
28 70 -3.28515
28 71 -3.23173
28 72 -3.17464
28 73 -3.11374
28 74 -3.04891
28 75 -2.97999
28 76 -2.90684
28 77 -2.82935
28 78 -2.74737
28 79 -2.6608
28 80 -2.56953
28 81 -2.47347
28 82 -2.37254
28 83 -2.2667
28 84 -2.15593
28 85 -2.04022
28 86 -1.91961
28 87 -1.79419
28 88 -1.66406
28 89 -1.52938
28 90 -1.39036
28 91 -1.24725
28 92 -1.10034
28 93 -0.949989
28 94 -0.796576
28 95 -0.640539
28 96 -0.482348
28 97 -0.322506
28 98 -0.161542
28 99 0
29 0 0
29 1 -0.150085
29 2 -0.29971
29 3 -0.448388
29 4 -0.595647
29 5 -0.741037
29 6 -0.884133
29 7 -1.02454
29 8 -1.16191
29 9 -1.29592
29 10 -1.42629
29 11 -1.55279
29 12 -1.67521
29 13 -1.79342
29 14 -1.90728
29 15 -2.01671
29 16 -2.12168
29 17 -2.22215
29 18 -2.31814
29 19 -2.40968
29 20 -2.49682
29 21 -2.57964
29 22 -2.65821
29 23 -2.73263
29 24 -2.80302
29 25 -2.86947
29 26 -2.93212
29 27 -2.99108
29 28 -3.04648
29 29 -3.09843
29 30 -3.14706
29 31 -3.19248
29 32 -3.23482
29 33 -3.27418
29 34 -3.31068
29 35 -3.34441
29 36 -3.37548
29 37 -3.40396
29 38 -3.42996
29 39 -3.45355
29 40 -3.4748
29 41 -3.49377
29 42 -3.51053
29 43 -3.52513
29 44 -3.53762
29 45 -3.54804
29 46 -3.55641
29 47 -3.56276
29 48 -3.56712
29 49 -3.5695
29 50 -3.5699
29 51 -3.56831
29 52 -3.56474
29 53 -3.55917
29 54 -3.55157
29 55 -3.54192
29 56 -3.53019
29 57 -3.51632
29 58 -3.50028
29 59 -3.482
29 60 -3.46143
29 61 -3.4385
29 62 -3.41313
29 63 -3.38524
29 64 -3.35475
29 65 -3.32155
29 66 -3.28556
29 67 -3.24666
29 68 -3.20475
29 69 -3.15972
29 70 -3.11144
29 71 -3.05979
29 72 -3.00466
29 73 -2.94591
29 74 -2.88343
29 75 -2.81709
29 76 -2.74677
29 77 -2.67236
29 78 -2.59375
29 79 -2.51084
29 80 -2.42356
29 81 -2.33181
29 82 -2.23556
29 83 -2.13477
29 84 -2.02944
29 85 -1.91957
29 86 -1.80521
29 87 -1.68646
29 88 -1.56342
29 89 -1.43625
29 90 -1.30515
29 91 -1.17035
29 92 -1.03213
29 93 -0.890815
29 94 -0.74675
29 95 -0.600333
29 96 -0.451988
29 97 -0.302167
29 98 -0.151342
29 99 0
30 0 0
30 1 -0.140438
30 2 -0.280466
30 3 -0.41965
30 4 -0.557566
30 5 -0.693809
30 6 -0.827997
30 7 -0.959774
30 8 -1.08881
30 9 -1.21483
30 10 -1.33756
30 11 -1.45678
30 12 -1.5723
30 13 -1.68398
30 14 -1.7917
30 15 -1.89538
30 16 -1.99495
30 17 -2.09038
30 18 -2.18169
30 19 -2.26887
30 20 -2.35198
30 21 -2.43105
30 22 -2.50618
30 23 -2.57742
30 24 -2.64488
30 25 -2.70864
30 26 -2.76882
30 27 -2.82552
30 28 -2.87883
30 29 -2.92889
30 30 -2.97578
30 31 -3.01963
30 32 -3.06052
30 33 -3.09858
30 34 -3.13388
30 35 -3.16654
30 36 -3.19663
30 37 -3.22424
30 38 -3.24945
30 39 -3.27234
30 40 -3.29296
30 41 -3.31139
30 42 -3.32767
30 43 -3.34185
30 44 -3.35399
30 45 -3.36411
30 46 -3.37225
30 47 -3.37843
30 48 -3.38267
30 49 -3.38498
30 50 -3.38536
30 51 -3.38382
30 52 -3.38035
30 53 -3.37492
30 54 -3.36753
30 55 -3.35815
30 56 -3.34674
30 57 -3.33327
30 58 -3.31768
30 59 -3.29993
30 60 -3.27996
30 61 -3.25771
30 62 -3.23311
30 63 -3.20608
30 64 -3.17654
30 65 -3.1444
30 66 -3.10958
30 67 -3.07198
30 68 -3.03149
30 69 -2.98803
30 70 -2.94147
30 71 -2.89171
30 72 -2.83864
30 73 -2.78215
30 74 -2.72213
30 75 -2.65848
30 76 -2.59109
30 77 -2.51985
30 78 -2.4447
30 79 -2.36553
30 80 -2.28228
30 81 -2.1949
30 82 -2.10334
30 83 -2.0076
30 84 -1.90767
30 85 -1.80358
30 86 -1.69538
30 87 -1.58316
30 88 -1.46705
30 89 -1.34718
30 90 -1.22374
30 91 -1.09697
30 92 -0.967104
30 93 -0.834448
30 94 -0.699324
30 95 -0.562088
30 96 -0.423124
30 97 -0.282836
30 98 -0.14165
30 99 0
31 0 0
31 1 -0.131251
31 2 -0.262137
31 3 -0.392268
31 4 -0.521265
31 5 -0.648764
31 6 -0.774417
31 7 -0.897904
31 8 -1.01893
31 9 -1.13722
31 10 -1.25254
31 11 -1.36469
31 12 -1.47348
31 13 -1.57878
31 14 -1.68046
31 15 -1.77844
31 16 -1.87266
31 17 -1.96308
31 18 -2.04969
31 19 -2.13249
31 20 -2.21152
31 21 -2.28681
31 22 -2.35841
31 23 -2.4264
31 24 -2.49084
31 25 -2.55182
31 26 -2.60943
31 27 -2.66376
31 28 -2.71491
31 29 -2.76296
31 30 -2.80802
31 31 -2.85019
31 32 -2.88955
31 33 -2.9262
31 34 -2.96023
31 35 -2.99173
31 36 -3.02076
31 37 -3.04743
31 38 -3.07178
31 39 -3.0939
31 40 -3.11384
31 41 -3.13166
31 42 -3.14741
31 43 -3.16114
31 44 -3.17289
31 45 -3.18269
31 46 -3.19057
31 47 -3.19656
31 48 -3.20066
31 49 -3.2029
31 50 -3.20327
31 51 -3.20177
31 52 -3.1984
31 53 -3.19314
31 54 -3.18598
31 55 -3.17689
31 56 -3.16584
31 57 -3.1528
31 58 -3.13771
31 59 -3.12054
31 60 -3.10123
31 61 -3.07972
31 62 -3.05595
31 63 -3.02985
31 64 -3.00134
31 65 -2.97034
31 66 -2.93678
31 67 -2.90056
31 68 -2.8616
31 69 -2.81979
31 70 -2.77505
31 71 -2.72728
31 72 -2.67638
31 73 -2.62224
31 74 -2.56479
31 75 -2.50391
31 76 -2.43953
31 77 -2.37155
31 78 -2.29991
31 79 -2.22454
31 80 -2.14537
31 81 -2.06238
31 82 -1.97552
31 83 -1.88481
31 84 -1.79024
31 85 -1.69186
31 86 -1.58972
31 87 -1.48391
31 88 -1.37455
31 89 -1.26178
31 90 -1.14578
31 91 -1.02675
31 92 -0.904937
31 93 -0.780606
31 94 -0.654054
31 95 -0.525604
31 96 -0.3956
31 97 -0.26441
31 98 -0.132413
31 99 0
32 0 0
32 1 -0.122477
32 2 -0.24463
32 3 -0.366107
32 4 -0.486567
32 5 -0.605683
32 6 -0.723143
32 7 -0.838653
32 8 -0.951944
32 9 -1.06277
32 10 -1.17091
32 11 -1.27618
32 12 -1.3784
32 13 -1.47744
32 14 -1.57318
32 15 -1.66554
32 16 -1.75446
32 17 -1.83989
32 18 -1.92181
32 19 -2.00022
32 20 -2.07514
32 21 -2.1466
32 22 -2.21463
32 23 -2.27929
32 24 -2.34065
32 25 -2.39877
32 26 -2.45373
32 27 -2.50561
32 28 -2.55449
32 29 -2.60046
32 30 -2.6436
32 31 -2.684
32 32 -2.72174
32 33 -2.75691
32 34 -2.78958
32 35 -2.81984
32 36 -2.84775
32 37 -2.87339
32 38 -2.89683
32 39 -2.91812
32 40 -2.93732
32 41 -2.95449
32 42 -2.96967
32 43 -2.9829
32 44 -2.99423
32 45 -3.00368
32 46 -3.01128
32 47 -3.01705
32 48 -3.02101
32 49 -3.02316
32 50 -3.02351
32 51 -3.02207
32 52 -3.01881
32 53 -3.01374
32 54 -3.00683
32 55 -2.99805
32 56 -2.9874
32 57 -2.97481
32 58 -2.96027
32 59 -2.94373
32 60 -2.92513
32 61 -2.90442
32 62 -2.88154
32 63 -2.85643
32 64 -2.82902
32 65 -2.79924
32 66 -2.76702
32 67 -2.73226
32 68 -2.6949
32 69 -2.65484
32 70 -2.61201
32 71 -2.56631
32 72 -2.51766
32 73 -2.46597
32 74 -2.41115
32 75 -2.35313
32 76 -2.29183
32 77 -2.22717
32 78 -2.1591
32 79 -2.08757
32 80 -2.01251
32 81 -1.93392
32 82 -1.85176
32 83 -1.76605
32 84 -1.6768
32 85 -1.58405
32 86 -1.48787
32 87 -1.38834
32 88 -1.28558
32 89 -1.17972
32 90 -1.07093
32 91 -0.9594
32 92 -0.845356
32 93 -0.729041
32 94 -0.610725
32 95 -0.490701
32 96 -0.369281
32 97 -0.246795
32 98 -0.123585
32 99 0
33 0 0
33 1 -0.114076
33 2 -0.227861
33 3 -0.341042
33 4 -0.453311
33 5 -0.564373
33 6 -0.673947
33 7 -0.781767
33 8 -0.887587
33 9 -0.991182
33 10 -1.09235
33 11 -1.19091
33 12 -1.28672
33 13 -1.37962
33 14 -1.46953
33 15 -1.55635
33 16 -1.64002
33 17 -1.72049
33 18 -1.79774
33 19 -1.87176
33 20 -1.94255
33 21 -2.01014
33 22 -2.07456
33 23 -2.13585
33 24 -2.19406
33 25 -2.24926
33 26 -2.3015
33 27 -2.35085
33 28 -2.39739
33 29 -2.4412
33 30 -2.48234
33 31 -2.52089
33 32 -2.55693
33 33 -2.59054
33 34 -2.62178
33 35 -2.65073
33 36 -2.67745
33 37 -2.70201
33 38 -2.72447
33 39 -2.74487
33 40 -2.76329
33 41 -2.77976
33 42 -2.79433
33 43 -2.80703
33 44 -2.8179
33 45 -2.82698
33 46 -2.83427
33 47 -2.83981
33 48 -2.84361
33 49 -2.84568
33 50 -2.84601
33 51 -2.84461
33 52 -2.84148
33 53 -2.8366
33 54 -2.82996
33 55 -2.82153
33 56 -2.81129
33 57 -2.79921
33 58 -2.78525
33 59 -2.76937
33 60 -2.75153
33 61 -2.73167
33 62 -2.70974
33 63 -2.68569
33 64 -2.65944
33 65 -2.63095
33 66 -2.60013
33 67 -2.56691
33 68 -2.53123
33 69 -2.493
33 70 -2.45215
33 71 -2.4086
33 72 -2.36227
33 73 -2.31309
33 74 -2.26099
33 75 -2.20589
33 76 -2.14773
33 77 -2.08645
33 78 -2.022
33 79 -1.95432
33 80 -1.8834
33 81 -1.80921
33 82 -1.73174
33 83 -1.651
33 84 -1.56701
33 85 -1.47983
33 86 -1.3895
33 87 -1.29613
33 88 -1.19981
33 89 -1.10068
33 90 -0.9989
33 91 -0.894641
33 92 -0.788108
33 93 -0.679526
33 94 -0.569141
33 95 -0.45722
33 96 -0.344043
33 97 -0.229908
33 98 -0.115122
33 99 0
34 0 0
34 1 -0.106008
34 2 -0.211757
34 3 -0.316963
34 4 -0.421353
34 5 -0.524659
34 6 -0.626626
34 7 -0.727016
34 8 -0.825604
34 9 -0.922185
34 10 -1.01657
34 11 -1.1086
34 12 -1.19813
34 13 -1.28503
34 14 -1.3692
34 15 -1.45056
34 16 -1.52903
34 17 -1.60459
34 18 -1.67718
34 19 -1.74681
34 20 -1.81347
34 21 -1.87717
34 22 -1.93794
34 23 -1.99582
34 24 -2.05083
34 25 -2.10304
34 26 -2.1525
34 27 -2.19926
34 28 -2.2434
34 29 -2.28497
34 30 -2.32404
34 31 -2.36068
34 32 -2.39495
34 33 -2.42693
34 34 -2.45668
34 35 -2.48426
34 36 -2.50973
34 37 -2.53315
34 38 -2.55457
34 39 -2.57405
34 40 -2.59163
34 41 -2.60736
34 42 -2.62127
34 43 -2.63341
34 44 -2.6438
34 45 -2.65247
34 46 -2.65944
34 47 -2.66474
34 48 -2.66837
34 49 -2.67034
34 50 -2.67065
34 51 -2.66931
34 52 -2.66631
34 53 -2.66164
34 54 -2.65528
34 55 -2.64722
34 56 -2.63742
34 57 -2.62587
34 58 -2.61253
34 59 -2.59735
34 60 -2.58031
34 61 -2.56135
34 62 -2.54042
34 63 -2.51748
34 64 -2.49246
34 65 -2.46531
34 66 -2.43596
34 67 -2.40434
34 68 -2.3704
34 69 -2.33407
34 70 -2.29527
34 71 -2.25394
34 72 -2.21001
34 73 -2.16341
34 74 -2.11408
34 75 -2.06195
34 76 -2.00699
34 77 -1.94912
34 78 -1.88831
34 79 -1.82453
34 80 -1.75775
34 81 -1.68796
34 82 -1.61515
34 83 -1.53935
34 84 -1.46057
34 85 -1.37887
34 86 -1.29431
34 87 -1.20697
34 88 -1.11696
34 89 -1.02439
34 90 -0.929428
34 91 -0.832223
34 92 -0.732965
34 93 -0.631859
34 94 -0.52913
34 95 -0.425018
34 96 -0.319778
34 97 -0.213676
34 98 -0.106989
34 99 0
35 0 0
35 1 -0.0982405
35 2 -0.196249
35 3 -0.293772
35 4 -0.390562
35 5 -0.48638
35 6 -0.580995
35 7 -0.674192
35 8 -0.765767
35 9 -0.855533
35 10 -0.94332
35 11 -1.02898
35 12 -1.11237
35 13 -1.19337
35 14 -1.2719
35 15 -1.34787
35 16 -1.42121
35 17 -1.49188
35 18 -1.55985
35 19 -1.6251
35 20 -1.68762
35 21 -1.74742
35 22 -1.80452
35 23 -1.85894
35 24 -1.91072
35 25 -1.9599
35 26 -2.00652
35 27 -2.05064
35 28 -2.09231
35 29 -2.13158
35 30 -2.16852
35 31 -2.20319
35 32 -2.23563
35 33 -2.26593
35 34 -2.29412
35 35 -2.32027
35 36 -2.34443
35 37 -2.36666
35 38 -2.387
35 39 -2.4055
35 40 -2.4222
35 41 -2.43715
35 42 -2.45038
35 43 -2.46192
35 44 -2.4718
35 45 -2.48005
35 46 -2.48668
35 47 -2.49172
35 48 -2.49516
35 49 -2.49703
35 50 -2.49733
35 51 -2.49605
35 52 -2.49318
35 53 -2.48873
35 54 -2.48267
35 55 -2.47499
35 56 -2.46567
35 57 -2.45467
35 58 -2.44198
35 59 -2.42755
35 60 -2.41134
35 61 -2.39333
35 62 -2.37345
35 63 -2.35166
35 64 -2.32792
35 65 -2.30217
35 66 -2.27434
35 67 -2.24439
35 68 -2.21226
35 69 -2.17788
35 70 -2.14119
35 71 -2.10213
35 72 -2.06065
35 73 -2.01669
35 74 -1.97018
35 75 -1.92108
35 76 -1.86935
35 77 -1.81493
35 78 -1.75779
35 79 -1.69792
35 80 -1.63528
35 81 -1.56988
35 82 -1.50172
35 83 -1.43081
35 84 -1.35718
35 85 -1.28089
35 86 -1.202
35 87 -1.12058
35 88 -1.03674
35 89 -0.950591
35 90 -0.862266
35 91 -0.771919
35 92 -0.67972
35 93 -0.585857
35 94 -0.490534
35 95 -0.393966
35 96 -0.296385
35 97 -0.198031
35 98 -0.099151
35 99 0
36 0 0
36 1 -0.0907422
36 2 -0.181277
36 3 -0.271377
36 4 -0.360821
36 5 -0.449392
36 6 -0.536885
36 7 -0.623104
36 8 -0.707865
36 9 -0.790998
36 10 -0.872347
36 11 -0.951774
36 12 -1.02915
36 13 -1.10438
36 14 -1.17735
36 15 -1.248
36 16 -1.31627
36 17 -1.3821
36 18 -1.44547
36 19 -1.50635
36 20 -1.56473
36 21 -1.62062
36 22 -1.67403
36 23 -1.72498
36 24 -1.77349
36 25 -1.8196
36 26 -1.86334
36 27 -1.90477
36 28 -1.94392
36 29 -1.98084
36 30 -2.0156
36 31 -2.04823
36 32 -2.0788
36 33 -2.10735
36 34 -2.13393
36 35 -2.1586
36 36 -2.18141
36 37 -2.2024
36 38 -2.22161
36 39 -2.23909
36 40 -2.25488
36 41 -2.26902
36 42 -2.28153
36 43 -2.29244
36 44 -2.30179
36 45 -2.30959
36 46 -2.31587
36 47 -2.32063
36 48 -2.32389
36 49 -2.32565
36 50 -2.32592
36 51 -2.3247
36 52 -2.32198
36 53 -2.31776
36 54 -2.31202
36 55 -2.30474
36 56 -2.29591
36 57 -2.28549
36 58 -2.27348
36 59 -2.25982
36 60 -2.24449
36 61 -2.22746
36 62 -2.20867
36 63 -2.18809
36 64 -2.16567
36 65 -2.14136
36 66 -2.11512
36 67 -2.08688
36 68 -2.05661
36 69 -2.02423
36 70 -1.98971
36 71 -1.95298
36 72 -1.914
36 73 -1.87272
36 74 -1.82908
36 75 -1.78304
36 76 -1.73457
36 77 -1.68363
36 78 -1.63019
36 79 -1.57423
36 80 -1.51574
36 81 -1.45471
36 82 -1.39116
36 83 -1.32511
36 84 -1.25658
36 85 -1.18563
36 86 -1.11231
36 87 -1.03671
36 88 -0.958917
36 89 -0.879033
36 90 -0.797188
36 91 -0.713519
36 92 -0.628184
36 93 -0.541352
36 94 -0.453208
36 95 -0.363947
36 96 -0.273776
36 97 -0.182913
36 98 -0.0915778
36 99 0
37 0 0
37 1 -0.0834852
37 2 -0.166785
37 3 -0.249696
37 4 -0.33202
37 5 -0.413564
37 6 -0.494141
37 7 -0.573577
37 8 -0.651704
37 9 -0.728369
37 10 -0.803432
37 11 -0.876763
37 12 -0.94825
37 13 -1.01779
37 14 -1.0853
37 15 -1.15071
37 16 -1.21395
37 17 -1.27499
37 18 -1.33378
37 19 -1.39031
37 20 -1.44457
37 21 -1.49654
37 22 -1.54625
37 23 -1.5937
37 24 -1.63891
37 25 -1.68191
37 26 -1.72274
37 27 -1.76143
37 28 -1.79802
37 29 -1.83256
37 30 -1.86508
37 31 -1.89563
37 32 -1.92427
37 33 -1.95103
37 34 -1.97596
37 35 -1.9991
37 36 -2.02051
37 37 -2.04021
37 38 -2.05826
37 39 -2.07469
37 40 -2.08953
37 41 -2.10282
37 42 -2.11458
37 43 -2.12484
37 44 -2.13363
37 45 -2.14097
37 46 -2.14687
37 47 -2.15135
37 48 -2.15441
37 49 -2.15606
37 50 -2.15631
37 51 -2.15515
37 52 -2.15259
37 53 -2.1486
37 54 -2.14319
37 55 -2.13633
37 56 -2.12801
37 57 -2.1182
37 58 -2.10689
37 59 -2.09404
37 60 -2.07962
37 61 -2.0636
37 62 -2.04594
37 63 -2.0266
37 64 -2.00555
37 65 -1.98273
37 66 -1.95811
37 67 -1.93164
37 68 -1.90327
37 69 -1.87295
37 70 -1.84064
37 71 -1.80629
37 72 -1.76985
37 73 -1.73129
37 74 -1.69055
37 75 -1.64761
37 76 -1.60243
37 77 -1.55498
37 78 -1.50525
37 79 -1.45321
37 80 -1.39885
37 81 -1.34219
37 82 -1.28322
37 83 -1.22199
37 84 -1.1585
37 85 -1.09282
37 86 -1.025
37 87 -0.955115
37 88 -0.883248
37 89 -0.8095
37 90 -0.733986
37 91 -0.656833
37 92 -0.578184
37 93 -0.498191
37 94 -0.417022
37 95 -0.334853
37 96 -0.25187
37 97 -0.168266
37 98 -0.0842418
37 99 0
38 0 0
38 1 -0.0764437
38 2 -0.152722
38 3 -0.228654
38 4 -0.304061
38 5 -0.378772
38 6 -0.45262
38 7 -0.525447
38 8 -0.597104
38 9 -0.667453
38 10 -0.736365
38 11 -0.803724
38 12 -0.869427
38 13 -0.93338
38 14 -0.995505
38 15 -1.05573
38 16 -1.11401
38 17 -1.17029
38 18 -1.22454
38 19 -1.27674
38 20 -1.32687
38 21 -1.37494
38 22 -1.42093
38 23 -1.46486
38 24 -1.50676
38 25 -1.54663
38 26 -1.58451
38 27 -1.62043
38 28 -1.65443
38 29 -1.68653
38 30 -1.71677
38 31 -1.74521
38 32 -1.77186
38 33 -1.79679
38 34 -1.82002
38 35 -1.8416
38 36 -1.86157
38 37 -1.87996
38 38 -1.8968
38 39 -1.91214
38 40 -1.926
38 41 -1.93841
38 42 -1.9494
38 43 -1.95899
38 44 -1.9672
38 45 -1.97406
38 46 -1.97957
38 47 -1.98375
38 48 -1.9866
38 49 -1.98814
38 50 -1.98836
38 51 -1.98727
38 52 -1.98486
38 53 -1.98112
38 54 -1.97605
38 55 -1.96962
38 56 -1.96183
38 57 -1.95266
38 58 -1.94207
38 59 -1.93005
38 60 -1.91657
38 61 -1.9016
38 62 -1.8851
38 63 -1.86705
38 64 -1.8474
38 65 -1.82612
38 66 -1.80316
38 67 -1.77849
38 68 -1.75206
38 69 -1.72384
38 70 -1.69378
38 71 -1.66185
38 72 -1.62799
38 73 -1.59218
38 74 -1.55438
38 75 -1.51456
38 76 -1.4727
38 77 -1.42876
38 78 -1.38274
38 79 -1.33461
38 80 -1.28439
38 81 -1.23207
38 82 -1.17766
38 83 -1.1212
38 84 -1.06271
38 85 -1.00223
38 86 -0.939827
38 87 -0.875563
38 88 -0.809518
38 89 -0.741785
38 90 -0.672468
38 91 -0.601683
38 92 -0.529558
38 93 -0.456232
38 94 -0.381856
38 95 -0.306586
38 96 -0.23059
38 97 -0.154041
38 98 -0.0771173
38 99 0
39 0 0
39 1 -0.0695939
39 2 -0.139041
39 3 -0.208179
39 4 -0.276851
39 5 -0.344904
39 6 -0.412189
39 7 -0.478565
39 8 -0.543899
39 9 -0.608066
39 10 -0.670952
39 11 -0.73245
39 12 -0.792468
39 13 -0.85092
39 14 -0.907734
39 15 -0.962847
39 16 -1.01621
39 17 -1.06777
39 18 -1.11751
39 19 -1.1654
39 20 -1.21142
39 21 -1.25557
39 22 -1.29784
39 23 -1.33825
39 24 -1.37681
39 25 -1.41353
39 26 -1.44844
39 27 -1.48156
39 28 -1.51292
39 29 -1.54255
39 30 -1.57049
39 31 -1.59676
39 32 -1.62141
39 33 -1.64446
39 34 -1.66596
39 35 -1.68594
39 36 -1.70443
39 37 -1.72146
39 38 -1.73707
39 39 -1.75129
39 40 -1.76414
39 41 -1.77564
39 42 -1.78584
39 43 -1.79473
39 44 -1.80235
39 45 -1.80871
39 46 -1.81382
39 47 -1.81769
39 48 -1.82033
39 49 -1.82175
39 50 -1.82195
39 51 -1.82093
39 52 -1.81868
39 53 -1.81519
39 54 -1.81047
39 55 -1.80449
39 56 -1.79725
39 57 -1.78872
39 58 -1.77888
39 59 -1.76772
39 60 -1.7552
39 61 -1.74131
39 62 -1.72601
39 63 -1.70927
39 64 -1.69106
39 65 -1.67134
39 66 -1.65008
39 67 -1.62725
39 68 -1.60281
39 69 -1.57672
39 70 -1.54895
39 71 -1.51946
39 72 -1.48822
39 73 -1.45519
39 74 -1.42036
39 75 -1.38368
39 76 -1.34515
39 77 -1.30473
39 78 -1.26243
39 79 -1.21822
39 80 -1.17212
39 81 -1.12412
39 82 -1.07425
39 83 -1.02252
39 84 -0.968964
39 85 -0.913632
39 86 -0.856571
39 87 -0.797844
39 88 -0.737524
39 89 -0.675696
39 90 -0.612454
39 91 -0.547903
39 92 -0.482158
39 93 -0.415345
39 94 -0.347597
39 95 -0.279055
39 96 -0.209869
39 97 -0.140191
39 98 -0.0701812
39 99 0
40 0 0
40 1 -0.0629139
40 2 -0.125697
40 3 -0.188207
40 4 -0.250305
40 5 -0.311854
40 6 -0.372724
40 7 -0.432789
40 8 -0.49193
40 9 -0.550038
40 10 -0.607008
40 11 -0.662747
40 12 -0.717169
40 13 -0.770199
40 14 -0.82177
40 15 -0.871825
40 16 -0.920316
40 17 -0.967202
40 18 -1.01245
40 19 -1.05605
40 20 -1.09797
40 21 -1.13821
40 22 -1.17677
40 23 -1.21364
40 24 -1.24885
40 25 -1.2824
40 26 -1.31431
40 27 -1.34461
40 28 -1.37331
40 29 -1.40044
40 30 -1.42603
40 31 -1.45011
40 32 -1.47272
40 33 -1.49387
40 34 -1.5136
40 35 -1.53194
40 36 -1.54892
40 37 -1.56457
40 38 -1.57892
40 39 -1.59198
40 40 -1.6038
40 41 -1.61438
40 42 -1.62375
40 43 -1.63193
40 44 -1.63894
40 45 -1.64479
40 46 -1.64948
40 47 -1.65304
40 48 -1.65547
40 49 -1.65676
40 50 -1.65693
40 51 -1.65598
40 52 -1.65389
40 53 -1.65067
40 54 -1.64631
40 55 -1.64079
40 56 -1.63411
40 57 -1.62624
40 58 -1.61718
40 59 -1.60689
40 60 -1.59536
40 61 -1.58257
40 62 -1.56849
40 63 -1.55309
40 64 -1.53635
40 65 -1.51823
40 66 -1.49871
40 67 -1.47775
40 68 -1.45532
40 69 -1.4314
40 70 -1.40595
40 71 -1.37893
40 72 -1.35033
40 73 -1.32012
40 74 -1.28826
40 75 -1.25475
40 76 -1.21956
40 77 -1.18268
40 78 -1.14409
40 79 -1.1038
40 80 -1.0618
40 81 -1.01811
40 82 -0.972741
40 83 -0.925711
40 84 -0.877054
40 85 -0.826808
40 86 -0.775024
40 87 -0.721756
40 88 -0.667074
40 89 -0.611051
40 90 -0.553775
40 91 -0.495339
40 92 -0.435846
40 93 -0.375407
40 94 -0.314142
40 95 -0.252176
40 96 -0.189641
40 97 -0.126673
40 98 -0.0634116
40 99 0
41 0 0
41 1 -0.0563829
41 2 -0.11265
41 3 -0.168677
41 4 -0.224342
41 5 -0.279524
41 6 -0.334109
41 7 -0.387986
41 8 -0.441052
41 9 -0.493207
41 10 -0.54436
41 11 -0.594429
41 12 -0.643337
41 13 -0.691015
41 14 -0.737405
41 15 -0.782454
41 16 -0.826118
41 17 -0.868361
41 18 -0.909153
41 19 -0.948474
41 20 -0.986307
41 21 -1.02264
41 22 -1.05748
41 23 -1.09082
41 24 -1.12266
41 25 -1.15303
41 26 -1.18193
41 27 -1.20937
41 28 -1.23539
41 29 -1.25999
41 30 -1.28322
41 31 -1.30508
41 32 -1.3256
41 33 -1.34482
41 34 -1.36276
41 35 -1.37943
41 36 -1.39488
41 37 -1.40912
41 38 -1.42217
41 39 -1.43407
41 40 -1.44482
41 41 -1.45446
41 42 -1.463
41 43 -1.47045
41 44 -1.47683
41 45 -1.48215
41 46 -1.48642
41 47 -1.48966
41 48 -1.49186
41 49 -1.49303
41 50 -1.49317
41 51 -1.49228
41 52 -1.49037
41 53 -1.48742
41 54 -1.48342
41 55 -1.47838
41 56 -1.47227
41 57 -1.46508
41 58 -1.4568
41 59 -1.44741
41 60 -1.4369
41 61 -1.42523
41 62 -1.4124
41 63 -1.39837
41 64 -1.38312
41 65 -1.36663
41 66 -1.34886
41 67 -1.3298
41 68 -1.30942
41 69 -1.28769
41 70 -1.26458
41 71 -1.24007
41 72 -1.21413
41 73 -1.18675
41 74 -1.1579
41 75 -1.12756
41 76 -1.09573
41 77 -1.06238
41 78 -1.02752
41 79 -0.991133
41 80 -0.953236
41 81 -0.913832
41 82 -0.872936
41 83 -0.830571
41 84 -0.786766
41 85 -0.741557
41 86 -0.694987
41 87 -0.64711
41 88 -0.597985
41 89 -0.547681
41 90 -0.496273
41 91 -0.443846
41 92 -0.39049
41 93 -0.336305
41 94 -0.281395
41 95 -0.22587
41 96 -0.169847
41 97 -0.113446
41 98 -0.0567882
41 99 0
42 0 0
42 1 -0.0499816
42 2 -0.0998617
42 3 -0.149532
42 4 -0.198886
42 5 -0.247821
42 6 -0.296235
42 7 -0.344033
42 8 -0.391123
42 9 -0.43742
42 10 -0.482844
42 11 -0.527322
42 12 -0.570786
42 13 -0.613176
42 14 -0.654439
42 15 -0.694528
42 16 -0.733405
42 17 -0.771035
42 18 -0.807393
42 19 -0.842457
42 20 -0.876213
42 21 -0.908651
42 22 -0.939767
42 23 -0.969561
42 24 -0.998037
42 25 -1.0252
42 26 -1.05107
42 27 -1.07565
42 28 -1.09896
42 29 -1.12102
42 30 -1.14185
42 31 -1.16146
42 32 -1.17989
42 33 -1.19715
42 34 -1.21326
42 35 -1.22825
42 36 -1.24213
42 37 -1.25494
42 38 -1.26668
42 39 -1.27738
42 40 -1.28706
42 41 -1.29573
42 42 -1.30341
42 43 -1.31012
42 44 -1.31586
42 45 -1.32064
42 46 -1.32448
42 47 -1.32739
42 48 -1.32936
42 49 -1.3304
42 50 -1.33052
42 51 -1.3297
42 52 -1.32796
42 53 -1.32528
42 54 -1.32166
42 55 -1.3171
42 56 -1.31157
42 57 -1.30508
42 58 -1.2976
42 59 -1.28913
42 60 -1.27964
