X Y |E| dxE dyE 
18 76 0.240333 0.219558 0.0977461
18 77 0.242902 0.218899 0.105285
18 78 0.245654 0.217954 0.113323
18 79 0.248596 0.216668 0.121882
18 80 0.251734 0.214976 0.130978
18 81 0.255071 0.212808 0.14062
18 82 0.258609 0.210083 0.15081
18 83 0.262343 0.206711 0.161537
18 84 0.266264 0.202596 0.172776
18 85 0.270357 0.197632 0.184484
18 86 0.274596 0.191712 0.196595
18 87 0.278945 0.184722 0.209017
18 88 0.283356 0.176552 0.22163
18 89 0.287766 0.167101 0.234278
18 90 0.292098 0.156278 0.246775
18 91 0.29626 0.144018 0.258899
18 92 0.300149 0.130286 0.270398
18 93 0.303653 0.115086 0.280998
18 94 0.306657 0.0984733 0.290416
18 95 0.309054 0.0805564 0.29837
18 96 0.31075 0.0615032 0.304603
18 97 0.311678 0.0415378 0.308898
18 98 0.311802 0.0209334 0.311098
18 99 0 0 0
19 0 0.288812 0 -0.288812
19 1 0.287637 0.0190893 -0.287002
19 2 0.285933 0.0379112 -0.283409
19 3 0.283775 0.0562128 -0.278152
19 4 0.281244 0.0737684 -0.271397
19 5 0.278428 0.0903883 -0.263348
19 6 0.27541 0.105926 -0.254225
19 7 0.272266 0.120278 -0.244258
19 8 0.269063 0.133387 -0.233672
19 9 0.265853 0.145234 -0.222678
19 10 0.26268 0.155832 -0.211465
19 11 0.259574 0.165224 -0.200199
19 12 0.256557 0.173473 -0.18902
19 13 0.253645 0.180656 -0.178043
19 14 0.250847 0.186859 -0.167356
19 15 0.248168 0.192171 -0.157028
19 16 0.245611 0.196683 -0.147107
19 17 0.243175 0.200483 -0.137624
19 18 0.240859 0.203655 -0.1286
19 19 0.238662 0.206276 -0.120041
19 20 0.23658 0.208418 -0.111945
19 21 0.234609 0.210147 -0.104306
19 22 0.232747 0.211521 -0.097109
19 23 0.23099 0.212592 -0.0903388
19 24 0.229334 0.213406 -0.0839757
19 25 0.227775 0.214004 -0.0779991
19 26 0.22631 0.214421 -0.0723871
19 27 0.224935 0.214688 -0.0671179
19 28 0.223647 0.214832 -0.0621694
19 29 0.222441 0.214875 -0.0575199
19 30 0.221315 0.214839 -0.0531483
19 31 0.220265 0.214738 -0.0490343
19 32 0.219289 0.214589 -0.0451582
19 33 0.218383 0.214403 -0.0415012
19 34 0.217544 0.214192 -0.0380454
19 35 0.216771 0.213963 -0.0347737
19 36 0.216059 0.213725 -0.03167
19 37 0.215408 0.213485 -0.0287187
19 38 0.214814 0.213246 -0.0259052
19 39 0.214276 0.213015 -0.0232154
19 40 0.213793 0.212795 -0.0206359
19 41 0.213362 0.212588 -0.018154
19 42 0.212982 0.212398 -0.0157574
19 43 0.212652 0.212227 -0.0134343
19 44 0.212371 0.212077 -0.0111733
19 45 0.212138 0.211948 -0.0089632
19 46 0.211952 0.211843 -0.00679335
19 47 0.211813 0.211762 -0.00465315
19 48 0.21172 0.211705 -0.00253222
19 49 0.211674 0.211673 -0.000420283
19 50 0.211674 0.211667 0.00169287
19 51 0.21172 0.211686 0.00381745
19 52 0.211813 0.211729 0.00596373
19 53 0.211954 0.211798 0.00814209
19 54 0.212144 0.211891 0.0103631
19 55 0.212383 0.212007 0.0126374
19 56 0.212673 0.212145 0.0149763
19 57 0.213015 0.212304 0.0173909
19 58 0.213411 0.212482 0.0198932
19 59 0.213864 0.212677 0.0224953
19 60 0.214374 0.212887 0.0252101
19 61 0.214946 0.213107 0.0280508
19 62 0.215581 0.213336 0.0310315
19 63 0.216283 0.213567 0.0341668
19 64 0.217055 0.213796 0.0374722
19 65 0.217901 0.214015 0.0409638
19 66 0.218825 0.214219 0.0446586
19 67 0.219831 0.214397 0.0485746
19 68 0.220925 0.21454 0.0527304
19 69 0.222111 0.214634 0.0571456
19 70 0.223396 0.214666 0.0618405
19 71 0.224784 0.214617 0.0668362
19 72 0.226282 0.21447 0.0721543
19 73 0.227896 0.214199 0.0778166
19 74 0.229634 0.21378 0.0838453
19 75 0.231502 0.21318 0.0902619
19 76 0.233506 0.212365 0.097087
19 77 0.235653 0.211294 0.10434
19 78 0.237948 0.209922 0.112037
19 79 0.240397 0.208195 0.120191
19 80 0.243003 0.206055 0.12881
19 81 0.245768 0.203437 0.137895
19 82 0.248689 0.20027 0.147438
19 83 0.251763 0.196476 0.157422
19 84 0.254978 0.19197 0.167813
19 85 0.258319 0.186665 0.178563
19 86 0.261762 0.18047 0.189605
19 87 0.265276 0.173296 0.200848
19 88 0.268818 0.165057 0.212178
19 89 0.272337 0.155675 0.223456
19 90 0.275769 0.145089 0.234516
19 91 0.27904 0.133255 0.245166
19 92 0.282072 0.12016 0.255198
19 93 0.284777 0.105821 0.264385
19 94 0.287071 0.0902993 0.272499
19 95 0.288875 0.0736955 0.279317
19 96 0.290124 0.056157 0.284637
19 97 0.29077 0.0378731 0.288293
19 98 0.290791 0.0190699 0.290165
19 99 0 0 0
20 0 0.269723 0 -0.269723
20 1 0.26875 0.0174862 -0.268181
20 2 0.267376 0.0347535 -0.265107
20 3 0.265654 0.0515936 -0.260596
20 4 0.263649 0.0678183 -0.254777
20 5 0.261426 0.0832667 -0.24781
20 6 0.259047 0.0978104 -0.239872
20 7 0.256574 0.111356 -0.231149
20 8 0.254054 0.123843 -0.221826
20 9 0.251532 0.135244 -0.212079
20 10 0.24904 0.14556 -0.202072
20 11 0.246603 0.154817 -0.19195
20 12 0.244237 0.163055 -0.181837
20 13 0.241956 0.170334 -0.17184
20 14 0.239765 0.176718 -0.162044
20 15 0.23767 0.18228 -0.152516
20 16 0.23567 0.187093 -0.143307
20 17 0.233766 0.19123 -0.134453
20 18 0.231956 0.194764 -0.125979
20 19 0.230238 0.197761 -0.117898
20 20 0.228609 0.200286 -0.110216
20 21 0.227067 0.202397 -0.102932
20 22 0.225608 0.204146 -0.0960381
20 23 0.22423 0.205583 -0.0895246
20 24 0.222929 0.20675 -0.0833777
20 25 0.221703 0.207685 -0.0775819
20 26 0.220549 0.208424 -0.07212
20 27 0.219464 0.208995 -0.0669741
20 28 0.218445 0.209425 -0.0621258
20 29 0.217491 0.209737 -0.0575568
20 30 0.216598 0.209951 -0.0532487
20 31 0.215764 0.210084 -0.0491835
20 32 0.214988 0.210151 -0.0453439
20 33 0.214265 0.210166 -0.0417128
20 34 0.213596 0.210139 -0.0382739
20 35 0.212978 0.21008 -0.0350116
20 36 0.212408 0.209998 -0.0319108
20 37 0.211887 0.209899 -0.028957
20 38 0.21141 0.209789 -0.0261364
20 39 0.210979 0.209673 -0.0234358
20 40 0.21059 0.209556 -0.0208424
20 41 0.210244 0.209442 -0.0183438
20 42 0.209939 0.209333 -0.0159285
20 43 0.209673 0.209233 -0.0135848
20 44 0.209447 0.209142 -0.0113017
20 45 0.20926 0.209063 -0.00906854
20 46 0.209111 0.208998 -0.0068747
20 47 0.209 0.208947 -0.00470989
20 48 0.208927 0.208911 -0.00256393
20 49 0.208891 0.208891 -0.000426757
20 50 0.208893 0.208886 0.00171166
20 51 0.208933 0.208897 0.00386133
20 52 0.209012 0.208925 0.00603232
20 53 0.209129 0.208967 0.0082348
20 54 0.209286 0.209023 0.0104791
20 55 0.209483 0.209093 0.0127757
20 56 0.209722 0.209175 0.0151353
20 57 0.210004 0.209268 0.017569
20 58 0.21033 0.209368 0.0200883
20 59 0.210702 0.209475 0.0227048
20 60 0.211121 0.209584 0.0254308
20 61 0.21159 0.209692 0.028279
20 62 0.212112 0.209795 0.0312627
20 63 0.212687 0.209888 0.0343956
20 64 0.21332 0.209964 0.0376922
20 65 0.214014 0.210017 0.0411674
20 66 0.214771 0.210038 0.0448369
20 67 0.215595 0.210019 0.0487171
20 68 0.21649 0.209947 0.0528246
20 69 0.217461 0.209809 0.0571771
20 70 0.218511 0.209592 0.0617923
20 71 0.219645 0.209277 0.0666884
20 72 0.220869 0.208844 0.0718839
20 73 0.222187 0.208271 0.0773971
20 74 0.223605 0.207531 0.0832458
20 75 0.225127 0.206595 0.0894469
20 76 0.226759 0.205427 0.0960161
20 77 0.228505 0.203991 0.102967
20 78 0.23037 0.202242 0.11031
20 79 0.232356 0.200133 0.118051
20 80 0.234466 0.19761 0.126192
20 81 0.2367 0.194615 0.134728
20 82 0.239054 0.191085 0.143644
20 83 0.241524 0.186951 0.152916
20 84 0.2441 0.182143 0.162508
20 85 0.246766 0.176586 0.172369
20 86 0.249503 0.170208 0.182431
20 87 0.252282 0.162935 0.192609
20 88 0.255068 0.154703 0.202797
20 89 0.257819 0.145455 0.21287
20 90 0.260484 0.135146 0.222682
20 91 0.263005 0.123753 0.232071
20 92 0.265322 0.111276 0.24086
20 93 0.267369 0.0977404 0.248863
20 94 0.269083 0.083207 0.255895
20 95 0.270408 0.0677694 0.261778
20 96 0.271297 0.0515562 0.266354
20 97 0.271718 0.0347281 0.26949
20 98 0.271657 0.0174733 0.271095
20 99 0 0 0
21 0 0.252237 0 -0.252237
21 1 0.251429 0.0161018 -0.250913
21 2 0.250324 0.0320226 -0.248267
21 3 0.248962 0.0475893 -0.244371
21 4 0.247392 0.0626439 -0.239329
21 5 0.245662 0.0770493 -0.233267
21 6 0.243822 0.0906933 -0.226327
21 7 0.241916 0.10349 -0.218662
21 8 0.239983 0.115383 -0.210424
21 9 0.238054 0.126338 -0.201763
21 10 0.236155 0.136349 -0.192816
21 11 0.234304 0.145426 -0.183711
21 12 0.232514 0.153597 -0.174559
21 13 0.230794 0.160905 -0.165456
21 14 0.229149 0.167399 -0.156482
21 15 0.227579 0.173136 -0.147703
21 16 0.226086 0.178176 -0.139169
21 17 0.224667 0.18258 -0.130919
21 18 0.223321 0.186408 -0.122981
21 19 0.222046 0.189719 -0.115373
21 20 0.220837 0.192568 -0.108106
21 21 0.219694 0.195007 -0.101182
21 22 0.218612 0.197084 -0.0946014
21 23 0.21759 0.198843 -0.0883577
21 24 0.216625 0.200324 -0.0824421
21 25 0.215715 0.201563 -0.0768435
21 26 0.214856 0.202593 -0.0715489
21 27 0.214048 0.203442 -0.0665441
21 28 0.213289 0.204135 -0.0618139
21 29 0.212576 0.204696 -0.0573429
21 30 0.211908 0.205143 -0.0531155
21 31 0.211283 0.205494 -0.0491161
21 32 0.210699 0.205766 -0.0453292
21 33 0.210156 0.20597 -0.0417396
21 34 0.209652 0.206118 -0.0383327
21 35 0.209185 0.206221 -0.0350941
21 36 0.208755 0.206286 -0.03201
21 37 0.20836 0.206323 -0.0290669
21 38 0.207999 0.206336 -0.0262519
21 39 0.207672 0.206332 -0.0235525
21 40 0.207377 0.206315 -0.0209566
21 41 0.207114 0.20629 -0.0184526
21 42 0.206882 0.20626 -0.0160292
21 43 0.20668 0.206228 -0.0136753
21 44 0.206509 0.206195 -0.0113804
21 45 0.206367 0.206165 -0.00913394
21 46 0.206255 0.206138 -0.00692578
21 47 0.206172 0.206117 -0.00474588
21 48 0.206117 0.206101 -0.00258431
21 49 0.206092 0.206092 -0.000431272
21 50 0.206097 0.206089 0.00172302
21 51 0.20613 0.206094 0.00388834
21 52 0.206194 0.206104 0.00607451
21 53 0.206288 0.206121 0.00829141
21 54 0.206412 0.206142 0.0105491
21 55 0.206568 0.206168 0.0128577
21 56 0.206757 0.206195 0.0152277
21 57 0.206979 0.206223 0.0176697
21 58 0.207235 0.206249 0.0201947
21 59 0.207528 0.20627 0.0228139
21 60 0.207857 0.206282 0.025539
21 61 0.208226 0.206282 0.0283819
21 62 0.208635 0.206265 0.0313553
21 63 0.209086 0.206225 0.0344719
21 64 0.209583 0.206156 0.0377451
21 65 0.210126 0.20605 0.0411888
21 66 0.21072 0.205899 0.0448172
21 67 0.211366 0.205692 0.0486451
21 68 0.212068 0.205419 0.0526874
21 69 0.212829 0.205065 0.0569596
21 70 0.213652 0.204616 0.0614772
21 71 0.214541 0.204054 0.0662558
21 72 0.2155 0.203359 0.0713108
21 73 0.216533 0.20251 0.0766572
21 74 0.217644 0.20148 0.0823092
21 75 0.218836 0.20024 0.0882796
21 76 0.220114 0.198759 0.0945797
21 77 0.221482 0.197 0.101218
21 78 0.222941 0.194924 0.108201
21 79 0.224494 0.192486 0.115528
21 80 0.226142 0.189638 0.123197
21 81 0.227884 0.186329 0.131197
21 82 0.229718 0.182503 0.13951
21 83 0.231638 0.178101 0.148108
21 84 0.233634 0.173064 0.156951
21 85 0.235695 0.16733 0.16599
21 86 0.237802 0.160839 0.175159
21 87 0.239933 0.153535 0.184377
21 88 0.242059 0.145367 0.193548
21 89 0.244146 0.136294 0.202561
21 90 0.246154 0.126288 0.211289
21 91 0.24804 0.115337 0.219593
21 92 0.249756 0.10345 0.227324
21 93 0.251255 0.0906576 0.23433
21 94 0.252491 0.077019 0.240458
21 95 0.253423 0.0626192 0.245565
21 96 0.254019 0.0475705 0.249525
21 97 0.254258 0.0320098 0.252235
21 98 0.254132 0.0160953 0.253622
21 99 0 0 0
22 0 0.236135 0 -0.236135
22 1 0.235464 0.0148984 -0.234993
22 2 0.234581 0.0296457 -0.232701
22 3 0.233518 0.0440971 -0.229317
22 4 0.232311 0.0581189 -0.224924
22 5 0.230997 0.0715937 -0.219623
22 6 0.229613 0.0844232 -0.21353
22 7 0.228193 0.0965305 -0.20677
22 8 0.226764 0.10786 -0.199469
22 9 0.22535 0.118379 -0.191752
22 10 0.22397 0.128071 -0.183739
22 11 0.222636 0.136941 -0.175539
22 12 0.221357 0.145004 -0.167251
22 13 0.220139 0.152291 -0.158962
22 14 0.218983 0.158838 -0.150745
22 15 0.217889 0.164691 -0.142663
22 16 0.216856 0.169897 -0.134765
22 17 0.215882 0.174507 -0.127091
22 18 0.214962 0.178571 -0.119671
22 19 0.214095 0.18214 -0.112525
22 20 0.213277 0.185261 -0.105667
22 21 0.212505 0.18798 -0.0991052
22 22 0.211776 0.190341 -0.0928423
22 23 0.211089 0.192382 -0.0868764
22 24 0.21044 0.194142 -0.0812028
22 25 0.209828 0.195653 -0.0758139
22 26 0.209251 0.196945 -0.0707002
22 27 0.208707 0.198046 -0.0658508
22 28 0.208195 0.19898 -0.0612535
22 29 0.207714 0.199769 -0.0568956
22 30 0.207262 0.200433 -0.0527639
22 31 0.206838 0.200988 -0.0488449
22 32 0.206442 0.201449 -0.0451252
22 33 0.206072 0.201831 -0.0415913
22 34 0.205728 0.202144 -0.0382301
22 35 0.205409 0.2024 -0.0350284
22 36 0.205114 0.202607 -0.0319737
22 37 0.204843 0.202772 -0.0290535
22 38 0.204595 0.202903 -0.0262559
22 39 0.20437 0.203006 -0.0235691
22 40 0.204167 0.203086 -0.0209818
22 41 0.203985 0.203146 -0.0184829
22 42 0.203825 0.203192 -0.0160617
22 43 0.203687 0.203225 -0.0137077
22 44 0.203569 0.203249 -0.0114106
22 45 0.203472 0.203265 -0.00916044
22 46 0.203395 0.203277 -0.00694734
22 47 0.20334 0.203284 -0.00476159
22 48 0.203304 0.203288 -0.00259359
22 49 0.20329 0.203289 -0.000433811
22 50 0.203296 0.203289 0.00172723
22 51 0.203323 0.203286 0.00389901
22 52 0.203372 0.203281 0.00609106
22 53 0.203443 0.203273 0.00831298
22 54 0.203535 0.203261 0.0105744
22 55 0.203651 0.203243 0.0128853
22 56 0.20379 0.203218 0.0152556
22 57 0.203953 0.203184 0.0176955
22 58 0.204141 0.203137 0.0202155
22 59 0.204355 0.203076 0.0228263
22 60 0.204596 0.202996 0.0255389
22 61 0.204865 0.202892 0.0283647
22 62 0.205164 0.20276 0.0313153
22 63 0.205495 0.202594 0.0344028
22 64 0.205857 0.202387 0.0376393
22 65 0.206255 0.202131 0.0410376
22 66 0.206689 0.201817 0.0446106
22 67 0.207162 0.201436 0.0483715
22 68 0.207676 0.200974 0.0523337
22 69 0.208233 0.200419 0.0565105
22 70 0.208837 0.199755 0.0609153
22 71 0.20949 0.198966 0.0655613
22 72 0.210194 0.198032 0.0704612
22 73 0.210954 0.196932 0.075627
22 74 0.211771 0.19564 0.0810696
22 75 0.21265 0.194129 0.0867984
22 76 0.213593 0.19237 0.0928209
22 77 0.214602 0.190329 0.0991418
22 78 0.21568 0.187969 0.105763
22 79 0.216828 0.18525 0.112681
22 80 0.218046 0.182129 0.119888
22 81 0.219335 0.178562 0.127371
22 82 0.22069 0.174498 0.135108
22 83 0.222107 0.169889 0.14307
22 84 0.223579 0.164684 0.151217
22 85 0.225094 0.158832 0.159499
22 86 0.22664 0.152285 0.167854
22 87 0.228198 0.144999 0.176209
22 88 0.229745 0.136936 0.184475
22 89 0.231255 0.128068 0.192555
22 90 0.232698 0.118376 0.200338
22 91 0.234041 0.107858 0.207706
22 92 0.235249 0.0965288 0.214532
22 93 0.236287 0.084422 0.220691
22 94 0.237124 0.0715929 0.226058
22 95 0.23773 0.0581185 0.230516
22 96 0.238084 0.0440969 0.233965
22 97 0.238173 0.0296457 0.236321
22 98 0.237993 0.0148984 0.237526
22 99 0 0 0
23 0 0.221237 0 -0.221237
23 1 0.22068 0.0138461 -0.220245
23 2 0.219983 0.0275653 -0.218249
23 3 0.219171 0.0410351 -0.215295
23 4 0.21827 0.0541418 -0.211449
23 5 0.21731 0.0667843 -0.206793
23 6 0.216316 0.0788766 -0.201423
23 7 0.215313 0.0903493 -0.19544
23 8 0.214322 0.101151 -0.18895
23 9 0.213358 0.111247 -0.18206
23 10 0.212434 0.120619 -0.17487
23 11 0.211559 0.129264 -0.167476
23 12 0.210736 0.13719 -0.159964
23 13 0.209968 0.144418 -0.152414
23 14 0.209254 0.150975 -0.144892
23 15 0.208592 0.156895 -0.137457
23 16 0.207978 0.162217 -0.130155
23 17 0.20741 0.166982 -0.123027
23 18 0.206883 0.171233 -0.116102
23 19 0.206393 0.175011 -0.109404
23 20 0.205937 0.178359 -0.102947
23 21 0.205511 0.181316 -0.0967445
23 22 0.205113 0.18392 -0.0908004
23 23 0.20474 0.186208 -0.0851168
23 24 0.204389 0.188213 -0.079692
23 25 0.204059 0.189965 -0.0745216
23 26 0.203749 0.191493 -0.0695992
23 27 0.203456 0.192822 -0.0649166
23 28 0.20318 0.193975 -0.0604644
23 29 0.202921 0.194974 -0.0562322
23 30 0.202676 0.195836 -0.052209
23 31 0.202446 0.196579 -0.0483833
23 32 0.20223 0.197218 -0.0447435
23 33 0.202028 0.197766 -0.0412779
23 34 0.201839 0.198234 -0.0379745
23 35 0.201663 0.198634 -0.0348218
23 36 0.2015 0.198973 -0.0318082
23 37 0.201349 0.199261 -0.0289223
23 38 0.201211 0.199505 -0.0261531
23 39 0.201086 0.199709 -0.0234896
23 40 0.200972 0.19988 -0.0209212
23 41 0.200871 0.200023 -0.0184375
23 42 0.200782 0.200141 -0.0160284
23 43 0.200704 0.200237 -0.0136838
23 44 0.200639 0.200315 -0.0113939
23 45 0.200586 0.200377 -0.00914923
23 46 0.200545 0.200425 -0.00694024
23 47 0.200516 0.20046 -0.00475759
23 48 0.200499 0.200483 -0.00259203
23 49 0.200495 0.200495 -0.000434368
23 50 0.200504 0.200496 0.00172456
23 51 0.200525 0.200487 0.00389391
23 52 0.200559 0.200467 0.00608288
23 53 0.200607 0.200435 0.00830071
23 54 0.200668 0.20039 0.0105567
23 55 0.200743 0.200331 0.0128604
23 56 0.200833 0.200256 0.0152213
23 57 0.200939 0.200162 0.0176492
23 58 0.201059 0.200047 0.0201541
23 59 0.201197 0.199907 0.022746
23 60 0.201351 0.199738 0.0254354
23 61 0.201524 0.199536 0.0282329
23 62 0.201715 0.199296 0.0311493
23 63 0.201927 0.19901 0.0341957
23 64 0.202159 0.198673 0.0373833
23 65 0.202415 0.198276 0.0407238
23 66 0.202694 0.197809 0.0442287
23 67 0.202998 0.197264 0.0479097
23 68 0.20333 0.196627 0.0517786
23 69 0.203691 0.195886 0.055847
23 70 0.204083 0.195025 0.0601263
23 71 0.204508 0.194028 0.0646273
23 72 0.204969 0.192877 0.0693604
23 73 0.205467 0.191549 0.074335
23 74 0.206005 0.190022 0.0795591
23 75 0.206586 0.188271 0.0850392
23 76 0.207211 0.186267 0.0907795
23 77 0.207883 0.18398 0.0967816
23 78 0.208603 0.181376 0.103044
23 79 0.209372 0.178419 0.10956
23 80 0.210191 0.175071 0.11632
23 81 0.211059 0.171293 0.123308
23 82 0.211974 0.167042 0.130499
23 83 0.212932 0.162276 0.137865
23 84 0.213928 0.156953 0.145365
23 85 0.214953 0.151031 0.152952
23 86 0.215997 0.144472 0.160569
23 87 0.217045 0.137243 0.168146
23 88 0.218082 0.129314 0.175606
23 89 0.219088 0.120667 0.182863
23 90 0.22004 0.111291 0.18982
23 91 0.220915 0.101192 0.196376
23 92 0.221689 0.0903867 0.202426
23 93 0.222336 0.0789098 0.207862
23 94 0.222836 0.066813 0.212584
23 95 0.223168 0.0541656 0.216495
23 96 0.22332 0.0410535 0.219514
23 97 0.223283 0.027578 0.221573
23 98 0.223058 0.0138527 0.222628
23 99 0 0 0
24 0 0.207391 0 -0.207391
24 1 0.20693 0.0129213 -0.206526
24 2 0.20639 0.0257351 -0.204779
24 3 0.205791 0.0383372 -0.202188
24 4 0.205152 0.0506303 -0.198806
24 5 0.204495 0.0625269 -0.194701
24 6 0.203838 0.0739514 -0.18995
24 7 0.203198 0.0848416 -0.184638
24 8 0.202589 0.0951496 -0.178854
24 9 0.202022 0.104842 -0.172688
24 10 0.201503 0.113897 -0.166225
24 11 0.201036 0.122308 -0.159549
24 12 0.200621 0.130078 -0.152737
24 13 0.200259 0.13722 -0.145857
24 14 0.199945 0.143752 -0.138972
24 15 0.199675 0.149702 -0.132135
24 16 0.199445 0.155099 -0.12539
24 17 0.19925 0.159978 -0.118777
24 18 0.199085 0.164372 -0.112324
24 19 0.198945 0.168319 -0.106056
24 20 0.198825 0.171853 -0.0999905
24 21 0.198723 0.17501 -0.0941399
24 22 0.198634 0.177823 -0.0885124
24 23 0.198555 0.180324 -0.083112
24 24 0.198486 0.182543 -0.0779398
24 25 0.198423 0.184509 -0.0729939
24 26 0.198365 0.186246 -0.0682703
24 27 0.198311 0.18778 -0.0637634
24 28 0.19826 0.189132 -0.0594659
24 29 0.198212 0.190321 -0.0553697
24 30 0.198166 0.191366 -0.0514658
24 31 0.198122 0.192283 -0.0477445
24 32 0.198079 0.193086 -0.0441958
24 33 0.198038 0.193788 -0.0408094
24 34 0.197999 0.194401 -0.037575
24 35 0.197962 0.194936 -0.0344821
24 36 0.197926 0.1954 -0.0315202
24 37 0.197893 0.195804 -0.0286791
24 38 0.197862 0.196153 -0.0259485
24 39 0.197833 0.196454 -0.0233183
24 40 0.197807 0.196713 -0.0207786
24 41 0.197784 0.196933 -0.0183196
24 42 0.197763 0.197121 -0.0159318
24 43 0.197746 0.197278 -0.0136058
24 44 0.197732 0.197407 -0.0113321
24 45 0.197722 0.197513 -0.00910167
24 46 0.197716 0.197595 -0.00690547
24 47 0.197713 0.197656 -0.00473453
24 48 0.197715 0.197698 -0.00257996
24 49 0.19772 0.19772 -0.000432943
24 50 0.197731 0.197723 0.00171534
24 51 0.197746 0.197708 0.00387369
24 52 0.197766 0.197673 0.00605094
24 53 0.197791 0.197619 0.00825596
24 54 0.197822 0.197543 0.0104977
24 55 0.197858 0.197444 0.0127852
24 56 0.1979 0.197321 0.0151275
24 57 0.197949 0.19717 0.017534
24 58 0.198004 0.19699 0.0200141
24 59 0.198066 0.196775 0.0225773
24 60 0.198136 0.196522 0.0252334
24 61 0.198214 0.196227 0.0279922
24 62 0.1983 0.195884 0.0308638
24 63 0.198396 0.195486 0.0338584
24 64 0.198502 0.195026 0.0369862
24 65 0.198619 0.194497 0.0402576
24 66 0.198748 0.193888 0.0436831
24 67 0.19889 0.193191 0.0472729
24 68 0.199046 0.192392 0.0510374
24 69 0.199218 0.191479 0.0549864
24 70 0.199406 0.190438 0.0591295
24 71 0.199613 0.189252 0.0634756
24 72 0.19984 0.187903 0.0680329
24 73 0.200089 0.186372 0.0728085
24 74 0.200361 0.184636 0.077808
24 75 0.200659 0.182672 0.0830353
24 76 0.200984 0.180454 0.0884921
24 77 0.201338 0.177954 0.0941774
24 78 0.201722 0.175141 0.100087
24 79 0.202138 0.171984 0.106213
24 80 0.202585 0.168449 0.112542
24 81 0.203065 0.164501 0.119057
24 82 0.203574 0.160105 0.125733
24 83 0.204112 0.155224 0.132542
24 84 0.204675 0.149824 0.139443
24 85 0.205256 0.143871 0.146394
24 86 0.205848 0.137334 0.153339
24 87 0.206443 0.130188 0.160217
24 88 0.207027 0.122413 0.166959
24 89 0.207589 0.113996 0.173488
24 90 0.208112 0.104933 0.179721
24 91 0.208581 0.0952339 0.185571
24 92 0.20898 0.0849179 0.190949
24 93 0.209291 0.0740189 0.195765
24 94 0.209503 0.0625849 0.199936
24 95 0.209602 0.0506782 0.203383
24 96 0.209581 0.0383742 0.206038
24 97 0.209438 0.0257604 0.207848
24 98 0.209175 0.0129343 0.208775
24 99 0 0 0
25 0 0.194469 0 -0.194469
25 1 0.19409 0.0121047 -0.193712
25 2 0.193685 0.0241177 -0.192177
25 3 0.193268 0.0359499 -0.189895
25 4 0.192855 0.0475174 -0.18691
25 5 0.192461 0.058744 -0.183276
25 6 0.192097 0.0695632 -0.17906
25 7 0.191776 0.0799193 -0.17433
25 8 0.191505 0.089768 -0.169162
25 9 0.191289 0.0990766 -0.163632
25 10 0.191131 0.107824 -0.157814
25 11 0.191031 0.115999 -0.151779
25 12 0.190985 0.123601 -0.145596
25 13 0.19099 0.130636 -0.139325
25 14 0.19104 0.137118 -0.133022
25 15 0.19113 0.143067 -0.126737
25 16 0.191252 0.148507 -0.120512
25 17 0.191401 0.153463 -0.114382
25 18 0.19157 0.157967 -0.108377
25 19 0.191754 0.162046 -0.102522
25 20 0.191948 0.165732 -0.0968337
25 21 0.192147 0.169056 -0.0913269
25 22 0.192347 0.172045 -0.0860112
25 23 0.192546 0.17473 -0.0808927
25 24 0.192741 0.177136 -0.0759742
25 25 0.19293 0.179289 -0.0712561
25 26 0.193112 0.181213 -0.0667365
25 27 0.193284 0.182931 -0.0624117
25 28 0.193448 0.184461 -0.0582766
25 29 0.193602 0.185823 -0.0543249
25 30 0.193745 0.187035 -0.0505491
25 31 0.193879 0.188111 -0.0469415
25 32 0.194003 0.189065 -0.0434935
25 33 0.194117 0.18991 -0.0401963
25 34 0.194223 0.190658 -0.0370406
25 35 0.194319 0.191318 -0.0340172
25 36 0.194407 0.1919 -0.0311168
25 37 0.194487 0.192412 -0.02833
25 38 0.194559 0.192861 -0.0256474
25 39 0.194624 0.193253 -0.0230598
25 40 0.194683 0.193594 -0.0205578
25 41 0.194735 0.193889 -0.0181325
25 42 0.194782 0.194142 -0.0157749
25 43 0.194823 0.194357 -0.0134759
25 44 0.19486 0.194536 -0.0112269
25 45 0.194891 0.194682 -0.00901919
25 46 0.194918 0.194798 -0.0068441
25 47 0.194942 0.194885 -0.00469311
25 48 0.194961 0.194944 -0.00255774
25 49 0.194977 0.194976 -0.000429546
25 50 0.194989 0.194981 0.00169991
25 51 0.194998 0.19496 0.00383904
25 52 0.195004 0.194912 0.0059963
25 53 0.195007 0.194836 0.00818016
25 54 0.195008 0.19473 0.0103991
25 55 0.195006 0.194594 0.0126619
25 56 0.195001 0.194425 0.014977
25 57 0.194994 0.194221 0.0173532
25 58 0.194985 0.193978 0.0197995
25 59 0.194975 0.193692 0.0223248
25 60 0.194962 0.193361 0.0249382
25 61 0.194948 0.192978 0.0276488
25 62 0.194933 0.192537 0.0304659
25 63 0.194917 0.192034 0.0333987
25 64 0.1949 0.19146 0.0364568
25 65 0.194883 0.190807 0.0396492
25 66 0.194867 0.190067 0.0429853
25 67 0.194852 0.189229 0.0464742
25 68 0.194839 0.188281 0.0501246
25 69 0.194828 0.187211 0.0539451
25 70 0.194821 0.186005 0.0579434
25 71 0.194819 0.184647 0.0621268
25 72 0.194822 0.183121 0.0665016
25 73 0.194833 0.181407 0.0710728
